titles,reviews
신도들,
인생은 아름다워,"감독도 주연도 다 해먹는 로베르토 베니니의 능력👍 너무나 암울한 현실인데 웃음도 눈물도 주는 진짜 최고의 작품슬프고 마음아프지만 결론은 인생은 아름다워!!이성적이고 현실적인 어쩌면 그 이상을 담은 작품그래서.그럼에도 불구하고.인생은 아름다워홀로코스트를 다루면서 웃음과 감동을 동시에 책임져주는 거의 유일한 영화. 무슨 말이 필요한가. 당당한 걸음으로 자식에게 윙크를 하고 저 세상으로 떠나는 아버지의 마지막 모습은 떠올릴 때마다 눈물이 흘러나오게 된다.

2016/04/22 CGV 대학로영화의 큰 줄기는 가족을 위해 마지막 순간까지 웃음을 잃지 않는 귀도의 헌신이지만 그를 뒷받침하는 장면들이 영화를 훌륭하게 만든다. 귀도와 도라의 러브스토리지만 유대인에 대한 박해...수용소 안에서도 피어나는 아름다운 가족의 사랑. 희망 한 점 보이지 않는 곳에서도 인생을 아름답게 만들어주는 사람과 사람의 이야기.그럼에도 불구하고 삶을 대하는 자세와 사랑를 일깨워주는 인생작멋진 남자의, 남편의, 아버지의 이야기비극적인 삶이지만 아들을 위해 재치를 발휘하는 아버지의 위대한 사랑. 그야말로 아름다운 인생이다.인생최고의 역작 힘든 생활을 유쾌함으로 표현했지만 그들의 현실은 너무나 마음 아팠다결국 누군가의 행복에는 누군가의 희생이 따를 수 밖에 없고 아들과 우리에게 웃음을 준 귀도에게 경의를 표합니다천년 만년 가는 슬픈 사랑어떤 우연들은 한 사람의 간절함에서 생겨난다절망적인 상황에서 관객을 웃게 만드는 능력슬픈 아름다움'로베르토 베니니'의 200% 캐릭터 소화어떤 인생보다 아름다웠던 한 남자이자 한 가장의 인생아버지의 위대함!!!시대는 슬퍼도, 영화는 아름다워어떤 환경에 있더라도 인생은 충분히 아름다워질 수 있으니 인생을 아름답게 하기 위해 노력하라고 말하지만 그 가슴 아픈 현실에 감히 인생은 아름답다고 말하기 어렵습니다.아버지가 우스꽝스럽게 걷는 장면이 가장 슬픈 영화.그대가 인생이 아름답다 말하네요. 고마워요.내 인생영화비극적인 결말을 유쾌하게 표현전쟁의 비극을 과하지도 덜하지도 않게 간접적으로 표현했다."
어바웃 타임,
킬러들의 도시,"눈을 뗄 수 없다 단 한 순간도 이런 벨기에라니 너무 흥미롭다어긋나고, 어긋나고, 어긋나다 겹쳐지는.원칙을 지키지 않은자들, 브뤼헤에서 영원한 안식을.웨이브에서 관람. 번역을 너무 못해서 보는데 제대로 몰입하기가 힘들었음. 이니셰린의 밴시가 계속 생각나는 영화임. 감독 특유의 정서와 색채는 보였으나 너무 늦게 본 건지 아쉬움.본다면 웨이브에서 보지 마시라. 자막 상태 끔찍하다. It's your call '네 전화야' ㅇㅈㄹ츤데레 킬러들 하지만 내 스타일은 아님콜린패럴의 연기를 볼수있고 블랙코미디영화. 기대했던거 보다는 재미가 아쉽네최고의 유머와 플롯. 연옥을 활용하는 최상의 아이러니.마틴 맥도나의 재치있는 대사와 유머로 영화에 호흡을 불어넣은 후, 인간의 나약함과 상황적 아이러니를 슬기롭게 다룸으로써 뛰어난 걸작 킬러 영화가 탄생했다.동화같은 도시속에서 킬러 같지 않지만 어쩌면 킬러 같은 그들의 이야기.되게 묘하다 홀리모터스 봤을때 느낀 기분이랑 비슷한 느낌인데 아 모르겠다 설명불가.
*한 100억 주면 콜린파렐 눈썹한번 밀어볼 수 있으려나..아니다 1억쓰고 청부업자쓰는게 더 저렴하겠구나
*우리나라 개봉했을때 제목이랑 포스터로 가지게되는 기대로 실망한 사람 많았겠다
20190223
*이제 보니 세븐사이코패스 보고 보고싶어요에 넣어왓다가 3년만에야 봤구나. 감독의 나머지 하나도 충분히 보고싶어할만하다느와르와 부조리극이 만났을 때속죄 할 줄 알고, 자책 할 줄 알고, 순정도 있는 사람들이 왜 이런 수렁에 빠졌을까ㅜ킬러 - 액션 = 하지만 마지막 세익스피어식 비극은 아쉬울뿐킬러라면 생각되는 냉철한 모습이 아닌 뭔가 핀트가 어긋나면서 발생하는 간극 때문에 냉소가 터져 나온다엔딩에 밥딜런 노래가 흘렀어도 괜찮았을 듯 싶다. 아 휠라잌 암 나킹온 헤븐스 도어~~~소재와 미장센과 유머의 승리예상대로 흘러가지않는 블랙코미디. 벌어진 일이 실수인지 우연인지 운명인지 판단할수있을까? 뛰어난 배우들의 연기가 좋았고 너무 어설픈 킬러들의 행동들이 아쉽다.이 영화는 올해 개봉한 <이니셰린의 밴시>의 감독 마틴 맥도나와 콜린 패럴, 브렌던 글리슨의 또 다른 조합이다. 이 세 사람이 모이면 기대 이상의 결과물이 나오는 모양이다. <이니셰린의 밴시>도 좋았는데, 훨씬 앞서 제작된 이 영화는 묘한 매력이 있었다. 갈피를 잡을 수 없는 이야기였지만 계속 보게 만들었고, 후반에는 의외의 전개를 보여 놀라움을 안겼다.
평이 썩 좋지는 않던데 나는 의외로 재미있게 본 영화다.살인에도 옳고 그름이 있다는 그들만의 법으로 치르는 죄값들.우와. 우와. 이야...'토트넘' 같은 곳으로 가게 된 세 킬러의 말맛 있는 블랙 코미디+스릴러잘못과 죄에 대한 심판의 날나쁜 상황만 있을 뿐 나쁜 사람은 없어 보이는 아이러니하다 정말낭만파 킬러들고급 유머.죄라는 것, 그리고 인간이라는 것은 모순과 착각의 연옥을 벗어나지 못한다.
브뤼헤라는 도시부터 모순이다. 분명 아름다운 동화 같은 공간이지만, 지루하기 그지 없다. 심지어 마지막에 가면 주인공들에게 동화의 공간이 아닌 벗어날 수 없는 고통 속의 연옥이 된다. 클로에는 마약상이라고 만나자 마자 말한다. 하지만 레이는 안 믿는 듯했다. 클로에도 마찬가지다 레이가 킬러라고 하지만 믿지 않는다. 그렇게 사실을 말하더라도 거짓이 될 만큼 대화는 모순적이다. 그리고 넘치는 착각과 선입견이다.
해리가 보낸 연락을 켄에게 전달하며 말한다. '저는 종업원이 아니라, 호텔 주인이라고요.' 목소리만 듣고 종업원이라고 생각했을 것이다. 하지만 주인이다. 착각이다. 그렇게 착각과 선입견이 넘친다.
자살하려는 레이, 켄은 그냥 두어도 자기할 일을 끝낼 수 있다. 어차피 죽일 각오였으니 하지만 자살하려는 모습을 보는 순간 마음이 변한다. 뭔가 이상하다. 어차피 죽일 각오를 했는데 자살하는 것을 왜 말리는가.
에릭의 총탄에 들어 있는 건 분명 공포탄이다. 위험스럽지 않다. 하지만 공포탄은 공포가 아닌 실질적인 상처가 된다. 누군가의 눈을 날린다.
해리와 켄의 관계, 킬러들의 규칙도 마찬가지다. 해리와 켄은 분명 친구이자 동료일것이다. 하지만 결국에는 서로를 죽여야하는 사이다. 킬러들의 규칙도 마찬가지다. 사람을 죽이는 현실의 법은 어기지만 이상하게도 자신들만의 법은 있다.
호텔 입구에서 레이와 해리의 신경전도 마찬가지다. 임신한 호텔 주인을 죽인다면 아이를 죽이는 원칙에 위배된다. 하지만 아이를 죽이는 게 맞을까? 그저 어른 한 명 죽이는 게 맞을까? 선택은 그렇게 딱 떨어지지 않는다.
호텔에서 도망칠 때, 레이는 수로 위에서 외친다. '저 거리는 권총의 사정거리 밖이라고' 하지만 권총의 사정거리 안에 있었고, 총탄은 레이를 스친다. 말과 머리와 현실은 그렇게 맞지 않고 모순을 보여준다.
영화 속 마지막 해리의 선택도 착각의 모순에서 시작한다. 아이를 죽이지 않는다는 킬러의 규칙. 하지만 해리가 죽인 것은 아이가 아니다. 하지만 규칙을 따라야 한다. 하지만 해리는 규칙을 어기지 않았다. 그렇다면 해리는 제대로 된 규칙을 따른 것인가? 그저 착각으로 밖에 대답되지 않는다.
영화의 마지막은 분명 영화 속 현실이다. 하지만 영화 속 촬영장이다. 그리고 관객이 보고 있는 것은 영화다. 하지만 이 영화의 또 다른 주인공인 벨기에의 브뤼헤는 실제로 있는 도시다. 영화 속 촬영장이라는 비현실은 영화 속 현실의 상황이라는 모순의 이중 구조를 만든다. 하지만 관객이 보고 있는 영화는 그 자체로 허구다. 한편 영화의 공간은 현실에 존재하는 사실 그 자체다. 현실과 허구, 규칙과 규칙에 대한 위배는 그렇게 모순적으로 얽혀있고 착각을 만든다."
페니키안 스킴,
괜찮아 괜찮아 괜찮아!,
브리짓 존스의 일기: 뉴 챕터,
대디스 홈 2,
포레스트 검프,
베이워치: SOS 해상 구조대,
에브리씽 에브리웨어 올 앳 원스,
버드맨,
행오버,
"서른아홉, 열아홉",
키타로 탄생: 게게게의 수수께끼,
마법의 성,
친구와 연인사이,
데드풀과 울버린,
로맨틱 홀리데이,
이 별에 필요한,
트롤: 밴드 투게더,
돈 쥬앙,
트립 투 그리스,
레디 오어 낫,
아직 사랑하고 있습니까?,
미스 푸줏간 (무삭제판),
라푼젤,
미이라,
그랜드 부다페스트 호텔,
가디언즈 오브 갤럭시,
모아나 2,
빅쇼트,
캐리비안의 해적 - 세상의 끝에서,
이프 온리,
간기남,
지니와 함께 크리스마스를,
아멜리에,
노팅 힐,
리얼 페인,
달팽이의 회고록,
엘리멘탈,
인사이드 아웃 2,
카메라를 멈추면 안 돼!,
킬링 로맨스,
메간,
캐리비안의 해적: 죽은 자는 말이 없다,
소림축구,
김씨 표류기,
바람 바람 바람,
낫씽 투 루즈,
주토피아,
더 울프 오브 월 스트리트,
캐리비안의 해적 - 블랙 펄의 저주,
마이 스파이,
레이디 버드,
사랑도 통역이 되나요?,
뜨거운 녀석들,
중2병이라도 사랑이 하고 싶어! 테이크 온 미,
고독한 미식가 더 무비,
우리에겐 교황이 있다,
여인의 향기,
로마의 휴일,
노바디,
전우치,
프란시스 하,
n번째 이별중,
미드나잇 인 파리,
악마는 프라다를 입는다,
킬러의 보디가드,
라따뚜이,
킬러의 보디가드 2,
피라냐,
조강지처 클럽,
댓츠 마이 보이,
동화지만 청불입니다 무삭제판,
좀비딸,
바람 바람 바람 무삭제,
핸섬가이즈,
바빌론,
트루먼 쇼,
펀치 드렁크 러브,
드래곤 길들이기 2,
트롤: 월드 투어,
앱솔루틀리 애니씽,
썰만화,
인사이드 아웃,
가디언즈 오브 갤럭시 VOL. 2,
쓰리 빌보드,
히트맨,
빅 히어로,
모던 타임즈,
키메라,
러브 & 드럭스,
"빨강, 파랑. 어쨌든 찬란",
행오버 2,
장난을 잘 치는 타카기 양,
극장총집편 봇치 더 록! 전편,
일하는 세포,
공사중,
스파이더맨: 뉴 유니버스,
비긴 어게인,
혐오스런 마츠코의 일생,
맘마미아!,
드림 시나리오,
내가 널 사랑할 수 없는 10가지 이유,
뉴 노멀,
브리짓 존스의 일기,
은혼2: 규칙은 깨라고 있는 것,
몽정기,
웡카,
30일,
그린 북,
500일의 썸머,
사랑의 블랙홀,
스윙걸즈,
라스트 크리스마스,
두사부일체,
미 마이셀프 앤드 아이린,
주글래 살래,
CJ7:장강7호,
더 샌드,
"다이, 마이 러브",
하트 아이즈,
극한직업,
나이브스 아웃,
크루엘라,
육사오,
롤러코스터,
아메바 소녀들과 학교괴담: 개교기념일,
클루리스,
캐리비안의 해적 - 망자의 함,
나미비아의 사막,
백수아파트,
맥스군 사랑에 빠지다,
아티스트 봉만대,
Re-BORN(리-본),
스쿨 스피릿츠,
월터의 상상은 현실이 된다,
장화신은 고양이: 끝내주는 모험,
해피 데스데이,
에밀리아 페레즈,
새벽의 황당한 저주,
헤드윅,
화사한 그녀,
매기스 플랜,
카인즈 오브 카인드니스,
완벽하지 않아,
가루지기,
극장판 아재스러브,
나의 그리스식 웨딩,
미스 푸줏간,
나만 보이니,
스팽글리쉬,
던전 앤 드래곤: 도적들의 명예,
업,
겨울왕국,
와일드 로봇,
세 얼간이,
스파이,
신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,
해피 데스데이 2 유,
태풍이 지나가고,
로마의 휴일,
백설공주,
모두가 초능력자,
호랑이 소녀,
터치 바이 터치,
체리 보이즈,
사이키 쿠스오의 재난,
여선생2 (무삭제),
젊은엄마 : 내 나이가 어때서,
완벽한 타인,
더 메뉴,
애스터로이드 시티,
청년경찰,
씽,
마담 프루스트의 비밀정원,
동화지만 청불입니다,
시절인연,
귀신경찰,
바람 피기 좋은 날,
투캅스 3,
스웹트 어웨이,
처녀의 성,
겨울왕국 2,
스파이더맨: 파 프롬 홈,
프렌치 디스패치,
빅 피쉬,
백 투 더 퓨처,
퀸카로 살아남는 법,
사랑은 낙엽을 타고,
마이펫의 이중생활,
헬로우 고스트,
카,
트로픽 썬더,
행오버3,
은혼,
서유기: 모험의 시작,
사랑해도 괜찮아,
바비,
거미집,
펄프 픽션,
찰리와 초콜릿 공장,
아메리칸 셰프,
지구를 지켜라!,
좀비랜드: 더블 탭,
기상천외한 헨리 슈거 이야기,
미니언즈,
장난스런 키스,
리스타트,
에브리씽 에브리웨어 올 앳 원스＋,
극장판 짱구는 못말려: 우리들의 공룡일기,
월래스와 그로밋 : 거대 토끼의 저주,
노 하드 필링스,
페이크 러브,
프레시,
워킹걸,
완벽한 파트너,
개인 교수,
연애의 맛 무삭제,
"메크툽, 마이 러브: 인터메조",
완벽한 파트너-감독판,
소울,
슈퍼 마리오 브라더스,
토이 스토리 3,
문라이즈 킹덤,
리코리쉬 피자,
극장판 짱구는 못말려 9기: 어른 제국의 역습,
마스크,
카우보이의 노래,
브루스 올마이티,
노보케인,
코미디의 왕,
슈퍼배드,
로얄 테넌바움,
화이트 칙스,
예스맨,
스파이 코드명 포춘,
프린세스 다이어리,
파문,
그린치,
극장판 짱구는 못말려 23기: 나의 이사 이야기 선인장 대습격,
쉬즈 더 맨,
극장판 짱구는 못말려 19기: 태풍을 부르는 황금스파이 대작전,
대한민국 헌법 제1조,
"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",
수상한 언니들,
범죄도시 5,
엑시트,
토르: 러브 앤 썬더,
브로커,
아가일,
어나더 라운드,
싱글 인 서울,
존 말코비치 되기,
좀비랜드,
실버라이닝 플레이북,
나우 유 씨 미 2,
극장판 하이큐!! 쓰레기장의 결전,
슈퍼배드 4,
기쿠지로의 여름,
나의 특별한 형제,
미쓰 홍당무,
베일리 어게인,
컴패니언,
박수건달,
금발이 너무해,
헬보이 2: 골든 아미,
패딩턴: 페루에 가다!,
플레이타임,
엘도라도,
나의 산티아고,
모넬라,
올 어바웃 안나,
돈 쥬앙,
두 잇,
레드카펫 (감독판),
아티스트 봉만대 (무삭제판),
여교수와 남제자,
올리고당 더 무비,
30일 섹스 프로젝트,
발칙한 여인들,
불사신 러버즈,
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,
똑바로 살아라,
외계+인 1부,
연애 빠진 로맨스,
보 이즈 어프레이드,
쿵푸팬더 4,
모아나,
젠틀맨,
덤 머니,
미니언즈 2,
여름날 우리,
아메리칸 뷰티,
범죄의 재구성,
수퍼 소닉,
쿵푸 팬더,
퍼펙트맨,
극장판 짱구는 못말려 29기: 수수께끼! 꽃피는 천하떡잎학교,
백만엔걸 스즈코,
브리짓 존스의 베이비,
히로인 실격,
미이라 3: 황제의 무덤,
버킷 리스트: 죽기전에 꼭 하고싶은것들,
희극지왕,
녹차의 맛,
하나와 앨리스: 살인사건,
개미,
그린치,
이 투 마마,
예스 데이!,
릴로 & 스티치 2,
당신은 나라를 사랑하는가,
로스트 랜드: 공룡 왕국,
섹스 드라이브,
골치 아픈 여자,
부탁 하나만 더 들어줘,
어쩔수가없다,
판다 플랜,
캘리포니아 뷰티,
엽기캠퍼스,
돈 룩 업,
나 홀로 집에,
사랑할 땐 누구나 최악이 된다,
사랑은 비를 타고,
플라이 미 투 더 문,
주먹왕 랄프,
정직한 후보 2,
쿵푸 팬더 3,
라스트 홀리데이,
수퍼 소닉3,
슈퍼배드 3,
이보다 더 좋을 순 없다,
지구가 끝장 나는 날,
극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,
장화신은 고양이,
더 셰프,
더 킬러스,
마다가스카,
나의 PS 파트너,
프렌즈 위드 베네핏,
크루즈 패밀리,
색즉시공,
아담스 패밀리,
그들 각자의 영화관,
옆자리 괴물군,
훌라걸스,
마네킨,
어바웃 슈미트,
굿 럭 척,
섹스 아카데미,
2층에서 들려오는 노래,
가라오케 가자!,
삐뚤어질테다,
뽀로로 극장판 바닷속 대모험,
베이비 어쌔신: 나이스 데이즈,
일단 뛰어,
스켈리턴 트윈스,
캠퍼스 S 커플,
억수탕,
고인돌 가족 플린스톤,
란마 1/2 극장판 - 결정 도환향!! 신부를 되찾아라!,
섹스미션,
해피 길모어 2,
극장판 오소마츠 6쌍둥이-영혼의 타코야끼 파티와 전설의 파자마 파티,
매너선생님,
엿보기 구멍,
뻐꾸기,
바탈리언,
인턴,
데드풀,
삼진그룹 영어토익반,
이니셰린의 밴시,
더 페이버릿: 여왕의 여자,
오토라는 남자,
루카,
블루 재스민,
니모를 찾아서,
패딩턴,
판타스틱 Mr. 폭스,
아메리칸 메이드,
다즐링 주식회사,
쿵푸 팬더 2,
19곰 테드,
트롤,
강철중: 공공의 적 1-1,
보더랜드,
뱀파이어에 관한 아주 특별한 다큐멘터리,
극장판 짱구는 못말려 24기: 폭풍수면! 꿈꾸는 세계 대돌격,
몬스터 호텔,
과거가 없는 남자,
한 번 죽어봤다,
워 독,
세상의 모든 디저트: 러브 사라,
거북이 달린다,
용형호제,
아메리칸 파이,
이디오크러시,
아담스 패밀리,
타워 하이스트,
핑크 플라밍고,
좀비 서바이벌 가이드,
인턴십,
그의 연인 프라이데이,
극장판 짱구는 못말려 25기: 습격!! 외계인 덩덩이,
하이큐!! 또 다른 도전,
페이블,
귀여운 그녀들은 잔인한 킬러,
늑대 소녀와 흑왕자,
홀즈,
피아노 치는 대통령,
구세주: 리턴즈,
킬러의 게임,
키핑 멈,
위험한 청춘,
위층여자,
스티치 무비,
"런, 팻 보이, 런",
닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동,
루킹: 더 무비,
맥주가 애인보다 좋은 7가지 이유,
아르고 원정대: 꼬마 영웅 패티의 대모험,
한 번도 안 해본 여자 (무삭제판),
환생연애,
허니 돈트!,
에딩턴,
그리지와 레밍- 게임의 광기,
메이저 리그 2,
총잡이,
가루지기,
비키니 브레이크,
극장판 도라에몽 진구의 바다 대모험,
사랑과 전쟁:열두 번째 남자,
오! 투명인간,
릴리와 동물 친구들,
리바운드,
킹스맨: 골든 서클,
킹스맨: 퍼스트 에이전트,
메기,
써니,
그것만이 내 세상,
터미널,
스물,
미스 리틀 선샤인,
데몰리션,
나쁜 녀석들: 라이드 오어 다이,
쿵푸 허슬,
스쿨 오브 락,
보스 베이비,
해리가 샐리를 만났을 때,
로스트 시티,
남자사용설명서,
나잇 & 데이,
아메리칸 울트라,
레슬러,
하나와 앨리스,
서버비콘,
특종: 량첸살인기,
소시지 파티,
알라딘,
스위스 아미 맨,
슈퍼배드 2,
나의 사랑 나의 신부,
17 어게인,
피치 퍼펙트,
라이즈,
보스 베이비 2,
달마야 놀자,
키드,
헤어스프레이,
프로포즈,
할머니가 죽기 전 백만장자가 되는 법,
어네스트와 셀레스틴,
스티브 지소와의 해저 생활,
"굿 럭 투 유, 리오 그랜드",
런던시계탑 밑에서 사랑을 찾을 확률,
극장판 짱구는 못말려 11기: 태풍을 부르는 영광의 불고기 로드,
어린 신부,
"어쩌다, 결혼",
시빌,
극장판 짱구는 못말려 12기: 폭풍을 부르는 석양의 떡잎마을 방범대,
맵고 뜨겁게,
그렘린,
스파이 키드,
투캅스,
퀸카가 아니어도 좋아,
내 여자친구의 결혼식,
헤이팅 게임,
크레이지 크루즈,
버니드롭,
나쵸 리브레,
바람에 젖은 여자,
관능의 법칙,
박치기!,
스트레스를 부르는 그 이름 직장상사,
아담스 패밀리 2,
싱글즈,
007 북경특급 2,
여교수의 은밀한 매력,
서유복요편,
카사노바,
몬스터 호텔: 뒤바뀐 세계,
플래시드,
돌려차기,
걸즈 앤 판처 이것이 진정한 안치오전입니다!,
영원한 남사친,
구모,
디트로이트 메탈 시티,
래기스,
지골로 인 뉴욕,
마인드 게임,
탈주한 하사,
스매쉬드,
왓치,
소원택시,
물고기의 아이,
아메리칸 피클,
108명의 여자와 섹스하는 방법,
싱글 인 LA,
유니콘의 죽음,
악마가 이사왔다,
캠걸 : 그녀의 비밀,
더 퀸 오브 마이 드림즈,
머티리얼리스트,
쫑알쫑알 똘똘이: 이상한 마을 대모험,
허니 머니 포니,
퍼펙트 게임,
새터데이 나이트 라이브: 더 베스트 오브 마이크 마이어스,
티미네이터,
작업남녀,
마이 튜터,
첫사랑,
걸 온 어 바이시클,
슨도메,
닌자보이 란타로 : 삼총사의 대모험,
영상연에는 손대지 마!,
파일럿,
공조2: 인터내셔날,
원스 어폰 어 타임... 인 할리우드,
슬픔의 삼각형,
달짝지근해: 7510,
코다,
불릿 트레인,
장르만 로맨스,
언컷 젬스,
월레스와 그로밋: 복수의 날개,
엽기적인 그녀,
맨 인 블랙: 인터내셔널,
아이 필 프리티,
족구왕,
카모메 식당,
맨 인 블랙,
싸이보그지만 괜찮아,
뮬란,
비틀쥬스,
과속스캔들,
프랭크,
내 아내의 모든 것,
터커 & 데일 Vs 이블,
거북이는 의외로 빨리 헤엄친다,
라디오 스타,
백 투 더 퓨처 2,
스탈린이 죽었다!,
남극의 쉐프,
닥터 스트레인지러브,
쇼잉 업,
황산벌,
극장판 짱구는 못말려 28기: 격돌! 낙서왕국과 얼추 네 명의 용사들,
머니백,
우리는 동물원을 샀다,
합격!,
뜨거운 것이 좋아,
록 스탁 앤 투 스모킹 배럴즈,
콜로설,
위아영,
스텔라,
원스 어폰 어 스튜디오,
품행 제로,
로마 위드 러브,
무서운 영화,
카 2,
카3: 새로운 도전,
"심슨 가족, 더 무비",
신경쇠약 직전의 여자,
버팔로 66,
19곰 테드 2,
투사부일체,
10일 안에 남자 친구에게 차이는 법,
레네트와 미라벨의 네가지 모험,
피터 래빗,
팟 제너레이션,
카메라를 멈추면 안 돼! 프랑스에서도,
황당한 외계인: 폴,
나쁜 이웃들,
신사는 금발을 좋아한다,
스튜어트 리틀,
라이프 오브 브라이언,
굿바이 레닌,
좋지 아니한가,
행운을 돌려줘!,
꿀벌 대소동,
나는 왕이로소이다,
레고 닌자고 무비,
모나리자 스마일,
강박이 똑똑!,
쏘리 투 보더 유,
업타운 걸스,
어서오시게스트하우스,
루키스,
프렌드 존,
가문의 부활: 가문의 영광 3,
명탐정 코난: 코난 실종사건 - 사상 최악의 이틀,
땡큐 포 스모킹,
왓 어 걸 원츠,
엽기적인 그녀 2,
썸머 타임 머신 블루스,
투씨,
잃어버린 세계를 찾아서,
극장판 짱구는 못말려 6기: 돼지발굽 대작전,
X의 저주,
세크리터리,
여자는 여자다,
특급 비밀,
사랑이 무서워,
투캅스 2,
극장판 5등분의 신부,
게리의 게임,
티스,
극장판 원피스 3기: 진기한 동물섬의 쵸파 왕국,
낙엽귀근,
가공OL일기,
스몰 솔저,
27번의 결혼리허설,
탈출,
위험한 사돈,
스트레스를 부르는 그 이름 직장상사 2,
라스베가스의 공포와 혐오,
귀여운 남자,
메이저 리그,
캐리비안의 해적 - 미녀와 보물섬,
극장판 도라에몽: 진구의 신공룡,
청춘학당 : 풍기문란 보쌈 야사,
웨딩 플래너,
신: 세렝게티,
시스터즈,
뱀파이어 써커,
재패니스 걸스 네버 다이,
깡패수업,
패밀리,
서핑 업,
천일야화 2,
입영전야,
독하우스,
숏버스 이별행,
극장판 도라에몽 진구의 태엽도시 모험기,
그로잉 업,
런닝맨: 리벤져스,
암컷 소동,
악마적인 세입자,
밀러스 걸,
언타이틀드 어스 심 64,
나이트 포 데이,
파이어 크래커,
강호비극,
아메바 소녀들과 학교괴담2: 교생실습,
야마다군과 LV999의 사랑을 하다,
잘려진 머리,
누벨바그,
"잇츠 낫 저스트 유, 머레이!",
교수님의 유혹,
롤플레이,
죽여주는 휴가,
매드 댄스 오피스,
that summer,
데메킨: 나는 일진이었다,
피낙,
베어풋,
아이니 아이워,
미남이시네요,
베이블레이드 버스트 갓 : 갓 발키리의 탄생,
배꼽,
다이노 타임,
극장판 THE 도라에몽즈 - 이상한 과자 왕국,
디어웬디,
뉴저지의 미소,
쉘 위 댄스,
콘헤드 대소동,
아저씨는 못말려,
피를 빠는 우주,
내 이름은 타니노,
극장판 도라에몽 진구와 은하철도,
칙칙이의 내일은 챔피언,
쓰리 썸머 나잇 (무삭제),
아메리칸 픽션,
여선생2,
드림,
조조 래빗,
토이 스토리 4,
정직한 후보,
바튼 아카데미,
아마존 활명수,
엔칸토: 마법의 세계,
7번방의 선물,
패터슨,
렌필드,
말모이,
해적: 바다로 간 산적,
"좋은 놈, 나쁜 놈, 이상한 놈",
비틀쥬스 비틀쥬스,
졸업,
명탐정 피카츄,
패딩턴 2,
쥬만지: 넥스트 레벨,
플로라 앤 썬,
유미의 세포들 더 무비,
레고 무비,
툴리,
이프: 상상의 친구,
어파이어,
스크래퍼,
블라인드 멜로디,
고스트버스터즈 라이즈,
우리도 사랑일까,
미스터 & 미세스 스미스,
키싱 부스,
유령 신부,
언터처블: 1%의 우정,
오직 사랑하는 이들만이 살아남는다,
몬티 파이튼의 성배,
보안관,
해시태그 시그네,
록키 호러 픽쳐 쇼,
고스트버스터즈,
넥스트 골 윈즈,
너와 파도를 탈 수 있다면,
고양이를 부탁해,
러브 앳,
창문넘어 도망친 100세 노인,
하늘에서 음식이 내린다면,
스내치,
좀100: 좀비가 되기 전에 하고 싶은 100가지,
엠마,
극장판 짱구는 못말려 22기: 정면승부! 로봇아빠의 역습,
위대한 레보스키,
클릭,
고령화 가족,
귀여운 여인,
시실리 2km,
죽어야 사는 여자,
난 엄청 창의적인 휴머니스트 뱀파이어가 될 거야,
지옥의 화원,
러브 액츄얼리: 크리스마스 에디션,
화성 침공,
시티 라이트,
셜록 2세,
파리의 인어,
메가마인드,
수면의 과학,
디스 민즈 워,
안경,
오! 문희,
논-픽션,
그는 당신에게 반하지 않았다,
폴리스 스토리,
브링 잇 온,
독립시대,
우리는 밀러 가족,
세상의 끝까지 21일,
극락도 살인사건,
황금광 시대,
구니스,
22 점프 스트리트,
신해석 삼국지,
내 남자친구의 결혼식,
파괴지왕,
언젠틀 오퍼레이션,
토이 스토리 공포의 대탈출,
크루즈 패밀리: 뉴 에이지,
코요테 어글리,
제너럴,
"힘내세요, 병헌씨",
이장과 군수,
유브 갓 메일,
아치와 씨팍,
총을 든 스님,
비버리 힐스 캅,
양자경의 더 모든 날 모든 순간,
명탐정 코난: 은빛 날개의 마술사,
완벽한 그녀에게 딱 한가지 없는 것,
극장판 짱구는 못말려 7기: 폭발! 온천 부글부글 대작전,
나의 특별한 사랑이야기,
"기억해, 우리가 사랑한 시간",
왓 이프,
월레스와 그로밋: 양털 도둑,
레모니 스니켓의 위험한 대결,
국외자들,
가문의 위기: 가문의 영광 2,
스팅,
지상 최대 맥주배달 작전,
라푼젤 그 후 이야기,
극장판 짱구는 못말려 8기: 폭풍을 부르는 정글,
위험한 만찬,
터보,
변태 가면,
돈을 갖고 튀어라,
극장판 짱구는 못말려 13기: 부리부리 3분 대작전,
극장판 짱구는 못말려 26기: 아뵤! 쿵후 보이즈 ~라면 대란~,
빅 버그,
치어 댄스,
천군,
플레이밍 핫,
이제 다시 시작하려고 해,
프로포즈 데이,
안나와 종말의 날,
귀신친구,
마녀를 잡아라,
온 더 록스,
슈퍼배드,
나는 조지아의 미친 고양이,
비버 대소동,
임신입니다만?,
뻔뻔한 딕&제인,
브리티시 오픈의 유령,
브레이크업: 이별후애,
맨 온 더 문,
개들의 전쟁,
부모 바보,
극장판 극주부도,
블랙베리,
섹스 앤 더 시티,
프리키 프라이데이,
내니 다이어리,
온리 유,
연애의 맛,
퀸카로 살아남는 법: 더 뮤지컬,
부르주아의 은밀한 매력,
해피 피트 2,
커플로 살아남기,
담뽀뽀,
