titles,reviews
열혈사제 2,"아직 끝은 모르지만 액션 하나는 여전히 지상파 드라마 중 최상위권. 단, 웃겨야 한다는 부담감을 조금은 내려놨으면..너무 과한 웃음 욕심. 디저트도 너무 달지 않아야 맛있는 법.재밌는데 너무 과한 느낌.... 조금은 자연스럽게 하면 좋겠다1은 이정도는 아니었는데 너무갔다. 모두 과한 연기..보는내내 피곤해진다.결국 멈췄다.와..진짜 재밌어요 5년 기다린게 후회가 전혀 안돼요! 진짜 완전 재밌어요다음 편이 기대 되네요 ! 멋지게 돌아온 열혈사제2 와 이번 겨울은 함께 할께요 ~믿보배 김남길배우님! 안봐도 별점 5점! 의심하지 않아요~^^5년을 기다려서 온 시즌2였던만큼 기대도 컸지만 실망도 없지만은 않았던... 하지만 열혈사제라는 IP는 계속해서 이어갈만한 큰가치가 있는작품!! 언젠가 나올 다음 시즌을 기다립니다오타쿠가 보고싶은 것만 때려넣어서 드라마를 만들면 생기는 일억지스러운 개그 욕심. 과한 연기들로 보기 힘들어서 중도 하차.기대했는데 실망스럽다주성치 영화나 성룡 영화의 업그레이드 드라마버전. 배우들 연기력이나 비주얼도 좋고, 화려해진 액션과 가벼운 코믹이 어우러진 틈에 사회비판적 날카로운 대사들이 숨겨진 통쾌한 드라마.시즌2가 더 재밌음남길배우 액션은 강하고 아름답다.💕자칫. 무거울수 있는 얘기들을 배우들의 연기로 코믹까지 갖춘 드라마 1탄 못지 않게 신선하고 재밌다역시 김남길 배우님은 실망시키지 않내요. 그냥 그 자체로도 빛이나는 배우입니다. 5년이란 세월을 무색할 만큼 화려하고 시원한 사이다 액션으로 돌아온 김해일 신부님 넘 멋졌어요.열혈사제2 빨리 보고싶어요! 너무 기대됩니다. 통쾌하게 웃겨주세요! 😍믿고보는 김남길 배우 너무 기대돼요하느님의 목적은 우연을 가장해 오신다 우리나라도 카르텔좀 없어져라~~재밌게보고있어요 액션도좋고 코믹드 오랜만이예요너무 자극적인 맛. 흐름을 끊는 과한 개그 욕심배우들의 합이 너무 잘 맞는 ..그래서 깨알재미가 있는 드라마배우들이 미친 거 같아요 넘 웃기고 재밌습니다 첫 화 드론 촬영도 정말 멋지구요 연출도 배우들 연기도 구멍하나 없이 꽉꽉 채워진 사이다 액션 맛집!!열혈사제 시즌1을 몰아보고 2화째. 본방사수하며 기대중이다 1편만한 2편 없다지만 시즌1의 제작진이 대부분 그대로라고하니 그리고 김남길이니! 기대해본다241111 1을 너무 재밌게 봤는데 2를 보니 1이 잘 기억이 안나서 다시 정주행해야할듯. 처음엔 스님되는줄 알고 놀랐지만 아니어서 다행 ㅎㅎ시즌1의 자연스러운 웃음포인트에비에 2는 웃음에 억지요소가 많이 보인게 조금아쉬웠다시즌1도 뒤로 갈수록 에바라고 생각했는데 시즌2는 처음부터 마지막화까지 이걸 보고 있는 스스로에게 화가 날 지경 매화 뭐하는거지? 뭐지? 왜저러지? 이게 웃긴가? 의 연속.....시즌 1을 기대하고 본다면 분명 실망함. 너무 과하고 뭔가 분위기가 너무 떠있다고 해야되나 암튼 시즌 1 광팬으로써 솔직히 많이 실망했음. 그래도 열혈사제 오랜만에 봐서 좋았다.1보다 다양한 캐릭터가 나와서 정신이 좀 없기도 했지만 유쾌한 드라마여서 좋았다5년만큼이나 기대한것과와는 비해, 뭔가 조금 아쉽고, 전편에 비해 개그 코드가 많이늘어난것은 맞지만, 전반적으로 빨리 끝낼려는것이 보여서 조금 아쉬움"
슬기로운 감빵생활,"시리즈의 시작으로 잘 짜여진 캐릭터들 간의 시너지가 좋았다. 새로운 배우들을 많이 알게되서 너무 좋았던 작품이 드라마는 꼭 그랬어야만 했을까, 꼭 그렇게 만들었어야만 했을까 하는 부분이 딱 한 부분 있다. 그것 때문에 드라마를 다 보고도 내내 찜찜했던 드라마.보물같은 배우들을 많이 알게 된 극. 다양한 사연을 가지고 모인 이 사람들이 감빵에서 사는 이야기.넷플 25,1,31종료예정이였는데, 다시 계약했는지 그문구가 없더라구요 확인바랍니다.슬기로운 시리즈의 첫 작품 완전 푹 빠져서 봤습니다시청자들이 받아들일 수 있는 수준으로 미화시킨 교도소 생활기.사연 없는 사람 없고, 끝 없는 터널 없다.슬기로운시리즈는 다 재밌어요^^슬기로운 시리즈 중엔 슬빵이 제일 좋다억울하게 수감된 사람들만 슬기로운 감빵생활이 되길진짜 전혀 지루할 틈없이 재밌음! 한명한명의 서사, 인물들의 케미, 결말까지 다 마음이 들었던 드라마였음. 버릴 캐릭터 하나없이 다 매력적이고 무엇보다 개그코드가 너무 잘맞았음.유한양에게 줘다봄늦게봐서 미안하다 인물들이 입체적이라서 좋았던 작품난 슬의생보다 낫던데...꼭 보세요 넘 잼밌듬 ㅠㅜ결국 감빵이라는 곳도 다 사람 사는 곳이라지만 그곳에 들어간 데에는 다 그럴만한 이유가 있음을 이야기하며 결코 이들을 정당화하지 않는 드라마. 깔끔한 유머로 거부감을 없앤다.김제혁의 서사 인성 마인드는 드라마를 떠나 실제로도 존경 할만하다.감옥 동기들 이야기도 너무 재미있고 한 명 한 명 출소할때마다 군대 전역하는 동기를 보는 기분이였다.의외로 재밌었다죄수들이 억울하기도하고 답답하기도하고 짜증나기도하고 ... 화가나기도하고 ... 이런저런 내용으로 잼나게 봄 헤롱이연기 ㅋㅋㅋㅋ정해인 진짜 잘생김 죄수복도 너무 잘어울려ㅎㅎ감옥속 의리,우정,진실에 대한 슬기로운 해석.준내 웃었음.1화에서 준호가 감빵에서 일하는 준호를 걱정하는 어머니에게 이렇게 말한다. ""여기도 다 사람 사는데야."" 준호를 빌어 작가가 하고 싶은 말인 듯 하다개인적으론 슬의생보다도 수작이라고 생각한다. 과도한 범죄자 미화 없이 교도소 안 사람들의 이야기를 잘 그려냈다. 아직 보지 않았다면 꼭 한 번쯤 보시길배우들 연기도 좋았고 개연성이나 속도감도 좋았고 오랜만에 정말 잘 만든 드라마를 봤다.해롱이가 다시 잡혀갈 때의 충격은 잊혀지지가 않는다 ㅜㅜ코미디 , 감동 , 로맨스..... 그냥 다 잡은 드라마. 범죄자 미화라는 비판이 있을 수 있지만 나름 해결했다. 티키타카도 너무 재밌고 마지막 장면은 나도 벅찼다. 완벽한명 한명 내막이 공개되는 미드식 구성도 너무 좋았고 16화까지 정주행 하고 나니 어느새 캐릭터들에게 정이 들어 있었다..ㅠㅠ"
거침없이 하이킥,"하이킥의 원조👍 나문희 선생님의 호박고구마는 길이길이기억되리 !인생코미디드리마 국민 코미디드라마 지금봐도 재미난 작품!!시트콤의 역사가 된 하이킥!! 다시 보고싶네요!!전국의 누나들이 윤호앓이를 했던…💘내 평생 본 시트콤 중에 제일 웃긴데 연기력도 제일 좋았고, 시트콤인더 맴찢 슬프기도 했던 인생시트콤❤️그립다.. 하이킥, 무한도전 시절신구의 조화... 이보다 더 웃길 수 없다.영원히 다시 보기 하는 수밖에하이킥 시리즈의 원조. 유쾌하고 감동적이고 요즘 봐도 재밌음코미디 드라마의 대표! 가족이 최고!그립다 그 시절 주름잡던 울고 웃겼던 시트콤지금 다시봐도 너무 웃겨요시트콤 하면 생각나는 작품 많은 이들을 웃게 해준 드라마시트콤의 매력을 알게 해 준 시트콤😁내 인생시트콤중 하나마지막이 충격이다 시트콤 맞아?모두가 이선생을 좋아했을거라고 생각 그치만 난 윤호파한국 코미디, 시트콤계의 전설. 다시는 나오기 힘들 수작이다. 시대반영과 한국의 가족상을 훌륭하게 묘사하면서 인물들의 이야기가 풍성하고 탄탄하다. 박해미는 너무 매력적이고~수많은 캐릭터와 명대사들을 탄생시킨 최고의 시트콤 나의 저녁친구였던 하이킥 결말도 뻔하지 않아 좋았고, 시트콤임에도 현실적인 주제들과 이야기로 너무 재밌게 봤던 시트콤중 한작품또 어떨땐 눈물..🥹 그리고 또 어떨땐 넘 웃김 💗🫶희노애락이 다 있는 최고의 시트콤하이킥 첫 시리즈답게 제일 재밌음👍🏻어이없는 결말로 별점 0.5점 감점.결말이..이 시절 예능에는 무한도전이 있다면 드라마에는 이 작품"
이혼보험,"기대한거랑 너무 달라서 별로…. 차라리 이 드라마 홍보하겠다고 배우들끼리 찍은 예능이 더 재밌음;참 소토리도엉성해 배우연기도별로 뭐하나 맞는가ㅚ없음 시간아까움반복 개그는 오히려 독이다. 난 12화 까지 드라마와 이혼을 하지 않았다.소재의 참신함을 뛰어넘지 못하는 실패한 각본의 사례 후반부로 갈수록 힘이 쭉 빠진 게 눈에 보일 정도다 무엇보다도 캐릭터들이 매력이 전혀 없음내용이 어이없고 현실성이 떨어짐 배우들끼리 맞는 느낌 하나 없고 삐거덕삐거덕 그러는 거 같아요재미없는 예능의 맛보다가 잠이 솔솔…….. 대본리딩영상은 이런 느낌이 아니었는데……이동욱, 이광수 예능 드라마남여주 로코같이 붙을때가 재밌지만 이원석은 드라마하기에 과하게 B급병맛.."
노무사 노무진,
이태원 클라쓰,"인과응보 교훈을 주는 드라마 허구성이 포함되어있긴하지만 새로이처럼살면 진짜 가능할법도 한일들이 드라마에가득 그래서 마음에 와닿는드라마 !박서준의 혀어스탈은 맘에 안들지만 ㅋㅋ 스토리와 재미는 엄지척연기력,OST,배우 뭐하나 빠지는게 없는 완벽한 드라마인성교육도 겸합니다. 박새로이의 골목식당한 10화까지는 유치하더라도 웹툰 원작이기도 하고 만화 같은 재미가 있었는데 이후부터 스토리라인이 너무 처참하게 무너진다. 하긴, 생각해보면 웹툰도 전강후약이었다.가호의 시작, 김필의 그때 그 아인, 하현우의 돌덩이 그리고 박서준의 박새로이. 그렇게 이태원 클라쓰.끝으로 가면서 아쉽기는 했지만 1화만으로는 인생 드라마였다. 현실에 굴복하기 보다 부끄럽지 않은 삶을 택하는 아들에게 '우리 아들 멋있다'라는 말을 해줄수 있는 아버지. 멋지다.방황하는 20대에 용기를 불어 넣어주는 드라마! 아직도 이유없는 용기가 필요할때 꺼내봅니다 OST마저 새로운 시작을 두근거리게 만들어요술맛이 어떠냐 답니다 오늘하루가 인상적이었다는거야!! 얼마나 자랑스런아들이냐!! 다른 명대사보다 가슴을 울리는부분이네요 여러번 다시보고있지만 볼때마다 새로운감동이...힘든시기에 이 드라마를 보게 됐는데 자신감을 많이 심어준 드라마. 대사 하나하나가 용기나고 가슴 뛰게 해줬다. 아직까지도 내 인생드라마다.. 돌덩이 시는 언제 봐도 레전드고 OST도 진짜 레전드다.. 김필, 가호, 하현우.. 그리고 박새로이를 연기하는 배우가 박서준이라 가능했던 것 같다!저는 작가님의 웹툰을 진짜 좋아하던 독자 중 한 명이었습니다.
그래서 원작과 싱크로율이 높은 배우들이 참여하신다고 하셔서 기대를 하며 드라마를 시청했습니다.
저는 원작보다 아쉬운 부분도, 훌륭한 부분도 있는 드라마라고 생각합니다.
원작과는 조금 다른 스토리 진행에 원작에선 이해되었던 스토리 라인이 드라마에선 조금 이해가 되질 않고, 왜 그 장면을 삭제했을까라는 아쉬움은 물론 있었습니다.
하지만 웹툰이라는 2D플랫폼으로 독자들에게 전달할 수 없었던 표현들을 드라마에서 표현한 것을 보았을 때는 훌륭하다고 생각했습니다.
웹툰이 더 낫다, 드라마가 더 낫다라고 편을 가르기보단, 자신에게 맞는 취향으로 보시고, 저마다 가지고 있는 장점들만 생각하며 응원하는건 어떨까요??ㅎㅎ시원시원한 작품김다미 보려고 끝까지 본 영화어설프고 서투르고 무모해도 상관없다. 그것이 청춘이니까.가슴을 울리는 OST와 배우분들의 연기가 돋보이는 작품. 시작이라는 단어가 가장 잘 어울리는 스토리. 출연 배우분들의 확실한 캐릭터성이 작품에 몰입도를 높인다. 추천인상깊게본 드라마. 한낱 개인이 바르고 정직하게 살며, 번뜩이는 머리를 가진 조이서와 만났을때 또 그걸 잘걸러가며 스스로세운 원칙에는 어긋남없게 받아들이며 성장해가는 청년캐릭터영화 ‘마녀’ 때부터 인상깊었던 김다미의 연기를 볼 수 있어서 좋았던 드라마.이태원 로맨스두 주연 캐릭터말고는 전부 소모적 캐릭터뿐액션과 스릴러에서는 느낄 수 없는 다른 장르의 간지원작이 넘사다.허세 잔뜩 낀 중학생같은 드라마 김다미때문에 참고 참고 봤는데,,, 원작자는 절필하세요😔 2020. 03. 20.동기부여되고 재밌고 소신의 중요성을 잘 알려주는드라마~!김다미를 사랑합니다"
커피프린스 1호점,"여름이면 항상 생각나는 드라마. 한결이는 그냥 공유고 은찬이는 그냥 윤은헤. 한유주가 채정안이었기에 이 드라마가 더 빛났다고 생각한다. 아직도 가끔 정주행하는 작품 중 하나로코의 정석. 손꼽는 로맨스 들마👍공유를 스타로 만들어준 들마로 기억됨윤은혜씨가 연기를 참 잘하셨네요. 윤은혜의 고은찬이 없었다면 커프가 이런 느낌이 아니었을것 같아요!완벽한 내 여름. 어딘가에 꼭 살아 있을 것만 같다여름이면 생각나는 드라마. 엉성한 시작과 스토리는 상관없다. 그 여름이 생각나니까. 윤은혜는 그냥 고은찬 그 자체본 건 오래전이지만 이제야 쓰는 리뷰. 그 시절속으로 돌아가고싶게 만드는 이야기. 남자와 남자가 사랑할 수도 있다는 걸 너무 설레게 표현해 준게 한몫.커프 이후의 여름은 매년 이들과 함께설레는 그 여름초반과 중반은 약간 지루했음((계속싸워서)) 근데 후반부부터는 진짜 재밌었다한겨울에도 이 작품만 보면 여름향기가 난다이 드라마 덕에 바리스타 자격증을 따고 싶어졌다 정말 청춘의 사랑이 뭔지 알고 싶다면 이 드라마를 추천한다뻔한 신데렐라 서사를 고스란히 품고도 고은찬이 특별히 매력적인 이유는, 매순간 최선을 다하고 자신의 잘남과 못남에 솔직하고 가능한 현명하게 행동했기 때문이 아닐까. 231210중국에 있을때 몰아봤던 드라마 07년도 당시에도 암암리에 한국드라마가 중국에 쏟아지고 있었다. 훈훈한 느낌의 드라마였다.아직 더우니까, 아직 커프의 계절"
그 해 우리는,"색감이 좋았던 드라마. 폭풍같진 않아도 잔잔해서 맘에 들었다. OST도 좋아.웅이와 연수. 최우식과 김다미가 아니면 상상이 되지 않을 정도로 둘의 연기합과 자연스러움이 드라마에 고스란히 담겨있다.신선하고 두 주인공의 풋풋함이 좋았지만 약간의 고구마 전개에 답답했던 드라마.봄되니 다시 ost를 꺼내서 듣고싶어지네요. 듣다보면 다시 청춘이 된것같은 몽글몽글한 기분이 들어 좋아요!푸르고 따뜻한 청춘의 영상화.드라마 자체가 분위기도 따스하고 배우분들 연출도 마음에 드는 작품이었습니다!강추그러던 드라마는 어느덧 자신의 제목으로 문을 닫는다. 오롯이 그들의 이야기이기 때문에.잔잔한 힐링물배우 스토리 ost까지 완벽한 작품다들 재밌다고 재밌다고 해서 참고 봤지만 .. 흥미가 들지 않았던 드라마김성철 연기 대박이에요🫶악역이 없고, 각자의 이야기를 같은 테두리 안에서 다정하게 건네고 있는 작품나의 인생작품. 계절이 잘 뭍어나는 작품 학생의 풋풋함을 잘 나타낸 작품인것같다말이필요없다. 간만에 너무 부드럽고 달달하다. 배역,연출,연기,ost 조화가 최상급이다. 올해 마지막을 빛내주는구나내가 사랑하는 드라마~ 최우식과 김다미를 좋아하게 된 드라마~제발 그냥 다시 만나..하면서 봄 둘의 풋풋했던 과거와 다시 마주한 현실 .. 오랜만에 같이 울고 몰입하면서 본 것 같다 최우식 김다미의 조합은 말해뭐해임첫사랑에 대해서 많은 생각을 하게 만드는 작품 웅연수 두사람의 서사가 심금을 울린다첫 사랑이 내내 생각나는 드라마. 웅이랑 연수가 넘 소중해서 마지막회를 보기 싫었는데 결국 결말도 정말 사랑스러웠다 !굿두 사람은 한 순간도 빠짐없이 사랑스러웠다. 고딩부터 시작된 대서사시 임에도 말이다. 등장한 모든 캐릭터의 매력과, 영리한 스토리 전개의 승리다. 그리고, 난.. 안 부럽다..🥲어쩌면 모두 각자 한때의 기억으로 평생을 사는지도 모르겠다. 연수와 웅이의 한때 기억이 현재 진행형이라 참 다행이다.
아쉬운 점이 있다면 뒤로 갈수록 루즈해지고 최웅이라는 캐릭터에게 너무 많은 걸 담으려 했다는 욕심이 느껴졌다는 것이다. 12부작이었으면 딱 좋았을 것 같다는 생각만 들었다.뜨겁게 5년 동안 사랑하고 헤어지고 5년 만에 재회 후 다시 사랑하는 첫사랑 역주행물
10년 대서사 어떻게 안 사랑하는데..

초여름 꺼내 보고 드라마 그 해 우리는 🌿"
이두나!,"원작과 크게 다르지 않으면서 보기 편안하게 잘 만든것같네요이상하게도 두 주인공의 사랑에 여운이 많이 남았다로코는 비쥬얼!!남주는 아쉽지만 수지덕분에! 확실히 최근 나온 한국넷플작중은 가장 괜찮지 않았나 싶다웹툰을 봐서 반가웠다. 그냥 이두나 외모가 이두나 자체라서 신기했고, 이두나의 감정들, 그리고 남주의 감정변화가 조금 답답했지만 그래도 재밌게 봤다원작 안봄. 클리셰한 스토리이긴 하지만 배우들 이미지와 캐릭터들이 잘 맞아 떨어져서 드라마 이해도가 높아짐. 그리고 수지는 예뻣다.ㅎ눈을 땔수가 없네...잔잔하게 양세종님의 연기에 감동받은 드라마. 막 설레지 않게 잔잔하게 울림 주는 부분이 있었던 것 같아요. 하지만 인생은 드라마가 아니다...드라마가 아니라 수지를 ‘감상’했다.배우의 매력이 아니었다면, 시작도 하지 않았을, 그래서 어정쩡한 결말도 그냥 저냥 보게 되는 작품시리즈 전체를 끊어 보고 싶지 않았던... 그리고 카메라 감독의 수지앓이 영상가슴 저미기만 한 기억쯤 아무렴 어때. 양세종의 복지든 수지의 화보든 그러라지. 따로 입 댈 필요조차 안 되는 대본이나 연출을 어쩌라고. 한 순간이라도 살아야 할 이유였으면 그걸로 됐어. 죽을 것 같았던 덕분에 아직 살아있잖아.내가 너무너무 좋아하는 우울한 판타지 로맨스♡ 두나의 사연 있는 얼굴과 원준이의 무해함이 너무 좋다 결말 너무 오픈 이라 별 네개우주의 사람을 이해해가는 과정. 나레이션 대사와 수지의 이두나 연기가 좋으나 아쉬운 서사, 스토리 긴 호흡의 드라마보다는 영화로 만들었으면 괜찮았을 것 같다배수지!로맨스보다는 진짜 배수지 이야기가 아닐까 싶은.이 작품은 남주의 그 어쩡쩡하면서 센스 있는 모습이 핵심인데 잘 살릴지..결말을 과연 다르게 찍었을까.. 기대 됩니다수지가 아니었다면.. 기대하지도, 보고 싶지도, 상상하지도 못할 작품수지에 의한 수지를 위한""완전히 다른 우주에 살고 있던 우리는
우연히 어떤 정류장에서 나란히 앉게 된 것뿐이라고.
네 말이 맞는지도 모르지만, 나는 그게 너여서 좋았어.""해롭지도 대단치도 않지만 매우 끊기 힘듬.빨리 보고싶어요"
응답하라 1994,"응답하라 시리즈 중 제일 좋아하는 시리즈추억에 젖어 너무 신나게 보았던 작퓸 정말 잘 만든 드라마!응답하라 시리즈 정말 좋아하는. 그 중에 제일 1994너무 좋다. 이런 작품 또 나오길94학번들이라면 꼭 봐야 할 드라마. 그 시절의 감성과 분위기가 느껴지고 촌스럽지만 순수했던 시절로 잠깐이나마 돌아갈 수 있었던 드라마.성동일 배우님과 이일화 배우님의 사투리 그리고 부부연기는 언제봐도 레전드다ㅋㅋ 때로는 속상할 수 있어도 저런 유쾌한 가족이라면 심심할 틈이 없을 것 같다ㅋㅋ
게다가 잘생긴 ROTC 오빠 역의 임시완 배우 카메오 출연은 심쿵 그 자체다.😍N차 시청중.. 지금봐도 하나도 촌스럽지않고, 그시절 느낌을 참 잘살린 드라마. 러브라인 전개에도 빌드업 완벽하고 관계 개연성 표현도 잘 되었다인생에서 가장 빛나던 시절의 추억.응답하라 시리즈 중 두번째로 재미있음 정우 다시 봄.. 투박한데 설렘너의 말들을 웃어넘기는, 나의 마음을 너는 모르겠지. 너의 모든 걸 좋아하지만, 지금 나에겐 두려움이 앞서.응사가 제일 재밌었지..너무 좋아하는 응답하라 시리즈 중 하나. 대리설렘 느껴지는 마음 따뜻한 작품!!설레서 죽는줄20살 그것은 미숙해서 순수하고, 또 열정을 다해 사랑하고, 남에게 상처 주고 받으며 성숙해지며 또 한편으로는 절대 돌아갈 수 없는 풋풋한 청춘이다.아 옛날이여~응답하라 시리즈 중 제일 좋아하는,, 주연배우들 연기도 스토리도 좋다! 노래들도그때 다시 응답하라그시절을 감각할수있게해주는추억 속 시절을 다시 볼수 있어서 행복했던 드라마. 그 시절 음악, 배경, 의상..모든 것이 행복했던 시절을 보여줬다.언제나 재밌는 응답하라응답하라는 각자의 추억으로 보는 드라마. 다시보니 신기하기도 하고 잘짜인 각본으로 감성까지 자극하는 향수드라마그 시절을 살았던 사람들에게 향수를 불러일으키는 드라마..다시 봐도 좋은 그 시절 낭만가득했던 이야기김성균 첫등장때 충공깽가족과 낭만을 한데 조화롭게 모아둔 드라마. 늦게라도 본게 다행이다 싶을 정도다뒷부분을 본 적이 없어서 마지막에 어떻게 진행되는줄 전혀 몰랐네.. 나정이와 쓰레기 사랑 너무 아프다88다음 94지라~~~봐도봐도 재밌는 작품"
나는 대놓고 신데렐라를 꿈꾼다,"병맛 b급감성인데 주제의식 확실하고 배우들 연기 찰지네요기대했던 것 보다 훨씬 재밌었음대사, 연출이 촌스럽고 어색한가싶다가도 너무나 공들인게 역력해보임. 신선한 스토리 통통튀는 캐릭터들의 귀여운 모습들에 함박웃음. 기분좋은 드라마.현실성 없는 드라마인데 현실성이 있는 드라마 연기는 오글거리는 대사가 많은거 치고는 좋습니다배우들 티카티카 너무 재밌고 코믹도 로맨스도 제대로 말아주는 드라마 다음화도 기대됩니다!2회차에 탈주 이런 드라마 쓰는거 안오글거리나?기대 안했는데 생각보다 너무 재미있어서 끝까지 다 봄 코미디하고 배우들 연기도 너무 좋음2000년대 인소 감성의 드라마화? 최근 들어서는 없는 스타일이라 오히려 신선했던 듯.리뷰가 없고 시청률이 낮은 이유룰 알 수 있다. 2024년,,아직도 신데렐라를 꿈꾸는가..B급 감성인데, 두 주연배우 캐미가 잘 맞았던 작품초반은 잼났는데 뒤로 갈 수록 그냥 봄. 뭐 집중해서 보는 드라마는 아님. 대화가 중요함백마는 신데렐라가 타야 제맛이지!유치한 거 넘나 내 취향설레고 웃긴 꿀잼드라마병맛이긴 한데 그 안에 메시지 묵직하고. 동화적인데 새롭고 재밌고 최고~!"
그렇게 사건 현장이 되어 버렸다 시즌 1,"어느 시점부터는 3월 4일의 악몽이 다시 일어나서 모두가 죽기를 바랐다. 이렇게 많은 인물이 등장하는데 어떻게 정이 가는 사람이 단 하나도 없을 수 있을까. 심지어 주인공조차도 비호감이다. 똑똑하고 유능한 것은 알겠다만 너무 자기 잘난 맛에 빠져있어서 보고 있기가 힘들었다. 당당한 것과 무례한 것은 엄연히 다른데 초면인 사람한테도 너무 예의가 없어서 회차를 거듭할수록 정이 더 떨어졌다. 게다가 틈만 나면 새를 관찰하는 것도 어이없었다. 괴짜 천재 탐정은 정말 흔한 캐릭터 설정인데 코델리아는 굉장히 비호감이었다.

8회 내내 똑같은 말만 계속한다. 차라리 조금씩 봤으면 더 재미있었을지도 모르겠는데 하루만에 정주행하려니까 더욱 지루했다. 스스로가 최고의 명탐정이라고 주장하는데 범인이 누구인지 알고 나면 시작부터 헛다리짚었던 것이 아닌가 싶다. 아니면 애초에 추리물이 아니라 그냥 백악관을 배경으로 사람들이 싸우고 다투는 이야기가 보고 싶어서 만든 것 같기도 하다. 어찌됐든 주말 하루를 통째로 투자해서 볼만한 드라마는 절대 아니었다.

마지막에 코델리아가 잠깐 들를 곳이 있다가 할 때 당연히 부시한테 백악관 견학을 시켜주는 줄 알았다. 차에서 혼자 내리는 모습을 봤을 때는 너무 실망스러웠다. 사실상 수사에 유일하게 도움을 준 사람이었는데 그런 부시를 안 챙기다니.

""You could have just asked me.""캐릭터들을 좋아한다면 사랑에 빠지게 될 드라마.<그레이 아나토미> 짬바가 있지 숀다 라임스는 확실히 많은 인물들을 잘 다루는데 탁월하다. 근데 <How to Get Away With Murder>나 그외작품처럼 에피소드형식으로 계속 범죄에 대해 이야기하는 게 아니라 하나의 사건을 8화로 늘리니 지루해지는 경향이 없지 않아있다 (ㅋㅋㅋ). 그리고 그아를 오랫동안 보며 숀다 라임스를 지켜본 사람이라 범인을 유추하는 일은 어렵지 않았다는 게… ㅋㅋㅋ

암튼 재미는 있었다.지긋지긋한 PChttps://blog.naver.com/renorous/223831355030오뉴블 수잔이ㅜ탐정이라니 명배우라 믿고봄베네딕트 컴버배치를 낋여오기라.조류관찰이 추리방식에 접목되어 색다른 접근방식의 신선한 추리물이 탄생했다8시간동안 나도 백악관 밖으로 못 나온 기분😵‍💫많은 방과 사람들이 있는 백악관에서 벌어진 살인 사건을 조사하는데 번잡스럽지 않고 적당히 경쾌해서 몰입감이 높다"
화이트 로투스 시즌 1,화이트 로투스의 손님과 직원은 둘 다 웃고 있다. 그러나 진짜 웃는 것은 오로지 한쪽뿐이다.
Z 네이션 시즌 1,비급 좀비 드라마 병맛의 최고 연출 그런데..보게된다..*데드워킹의 B급 또는 C급
헝 시즌 1,
스물다섯 스물하나,"너무사랑하고 오래오래 잊지못할 나의드라마지만 또 오래오래 화가나는결말이 이해가가지않는 속상한드라마결말이 아쉬운건 너무나도 아름다웠던 두 사람 때문이었을 것이다.아름다운 그시절 우리의 풋풋했던 시절ㆍ백도를 보며 위로와 힐링받음. 마지막 아쉬움은 어쩔수 없지만 이년이 지나도 내 최애드라마이시대를 살아온1인으로 재밌게봄. 남주의 비쥬얼에 홀려서 봄 결말에 내가 이별당한 느낌은 처음일 정도로 몰입감👍남주혁배우와 김태리 배우의 호흡이. 너무좋았고
청량했어요.다만이별까지 가는 과정의 불친절함은... 시청자들의 몫...사람마다 받아들여지는 부분 다르겠지만, 사귀기 전까지 완벽했는데,
꽁냥연애씬부터 급전개,급결말이 사무치네요.. 결말로 후유증 앓은 들마는 첨일정도로 깊게빠져들게 만드는 힘이 두배우에게 있었고, 연출도 좋았어요.
여튼 이 들마로 남주혁 배우 화보집을 얻었고, 태리배우에게 호감이 생긴 들마라 만족합니다보고 또봐도 너무 좋은작품♡ 주혁 배우님 늘 항상 같은자리에서 응원하겠습니다♡청춘성장로맨스물 원탑드라마. 결말이 아쉽다는 평이 많지만 전체적인 재미, 살아있는 캐릭터, 연기는 정말 최고ㅎㅎ 남주혁 정말 설레는 백이진, 김태리 발랄한 희도 그자체였어요Their connection was memorable.아름다운 성장서사 드라마.남쥬의 청순남성화보집. 하지만 결말이 아직까지 받아들여지지않는 그만큼 여운깊은 들마"
