titles,reviews
내 이름은 김삼순,"사랑이야기안에서 진짜 나를 찾는 드라마 삼순이가 삼식이했다!!!!그 시절 30세 여자는 노처녀라고 불렸고 새로운 도전을 하기엔 너무 늦은 나이라고 했었는데.. 이제 보니 정말 무엇이든 새로 시작하기에 충분한 나이였다30대 초반 김삼순이 노처녀이던 시대 비빔밥 맛있게 비벼먹던 짤이 떠오른다다시봐도 너무 재미있는 드라마^^서른살이 되면 이 드라마를 한번 더 볼 생각이다진짜 재밌게 봤던 기억이 새록새록하네요그치, 현빈앓이는 여기서부터 시작이지!!최고의 드라마！지금 보면 촌스러운 면도 많지만, 인물들 만큼은 세련된 면모가 참 많네요. 쉬는 날 정주행하며 추억에 젖고 싶은 분들께 강추합니다.사랑하라 한번도 상처받지 않은 것처럼을 인간화 하면 삼순이지 않을까?현빈 🐶싸가지지만 🐶리즈. 삼순이 자기 일 자기 사랑 쟁취할 줄 아는 멋진 여자내 인생드라마아악 이거완전 미친놈이네중국에 있을때 몰아봤다. 시간잘가더라~마지막 화가 방영되던 날, 당시 복무 중이던 군부대에서 처음으로 취침 점호를 쉬고 다같이 TV에 앉았다.Perfect in every way !고딩때보고 30대끝자락에서 다시보니 삼순이가 나이 서른에 노처녀라는게 세월이 변하긴 변했구나라는게 느껴짐 요즘은 서른이면 한창인데🥲 지금보니 삼순이 삼식이 커플 너무 귀엽다🙊그시절 중학생이던 내가 보기엔 삼순이는 영락없는 노처녀였는데 지금보니 가장 뜨거운 청춘이었다. 일과 사랑 두마리 다 잡은 멋진 여성저 때 그 감성으로는 진헌은 분명히 멋있었는데, 지금에 나는 그저 환승하는 쓰렉션으로 보임.내가 10번 넘게 본 드라마 진짜 대사 하나하나가 주옥같았지~~!! 김선아 현빈도 신선하고 좋았고 그때 그시절이 그립구나~ 현빈의 풋풋했던 시절을 볼수 있고 감동있는 드라마 강추김선아와 현빈, 정려원과 다니엘헤니.. 그리고 파티셰와 비빔밥. 케미의 대향연! 만인의 손에 꼽히는 로코.😁왜 이이리 웃겨 김삼순 이름으로 웃기는 드라마지나고보니 삼순이가 어렸다김선아님께 완전히 빠진 드라마였어요 삼순이 또 보고싶네요한참 힘들 때 위로가 되어 준 나의 인생 드라마🫶시간이 많이 지났지만 아직도 좋아하는 작품 중 하나ㅎㅎ"
"에밀리, 파리에 가다 시즌 3",에밀리에게 이제 좀 지친다. 에밀리~ 컴온! 하지만 시즌4를 또 기다린다. 에밀리~ 컴온!!.도파민이 기어코 나를 여기까지 끌고왔구나. 얘들아 제발 그때그때 말 좀 하면 안 되겠니?
진검승부,진검승부 재밌어요 어디로 튈지 검사 진정ㅎㅎ 보면서 스트레스 풀립니다도경수가 파크로?를 하네요 본방때 못보고 웨이브에서 봤는데 경수님 연기에 반하고 액션과 흥미로운전개로 재밋게 봤어요 시즌2나오길I Love Kyungsoo법이라는 제도를 이용해서 편하게 살아가는 나쁜 사람들 소탕하는 검사라니 완벽한 판타지 드라마. 개그 타율이 낮고 스토리 전개는 선의에만 의지하고 치밀함이 부족한 모습임.진검 ㅋㅋㅋㅋㅋ 너무 매력적입니다연기가 좋아서Actor doh💙나는 이 드라마를 좋아한다. 도경수 진짜 멋있다속도감이...진짜 미친듯이 빨라서 답답할 틈이 없음대뜸 모 일본 드라마의 기무라 타쿠야가 그리워졌다.아직은 알쏭달쏭하다 스토리가 약한듯. 다음편을 볼까? 글쎄..?
미스핏츠 시즌 1,난 너무 착해서 똘아이에 미치고 야한 건 못 보나봐사회의 바닥에서 시작하는 루저들의 신나는 초능력 세상도덕성이고 나발이고 재미 하나는 보장해준다시리즈 3까진 생각보다 재미있음
위기의 주부들 시즌 1,평화로워보이는 이 동네에서 버텨내려면 보통 멘탈가지고는 어림도 없다(여성)캐릭터들이 하나하나 살아있는듯 매력적이다재밌어요아찔한 내로남불과 스릴 넘치는 범죄 추리가 절묘하게 혼합되어 아드레날린을 마구 자극했던 위기의 주부들. 꽤 장기간 사랑받았었는데 내가 시즌 몇까지 봤는지 기억이 가물가물하다;;
나만 빼고 초능력,아 왜케 음악 잘까는거야 ㅠㅠ이력서에 초능력 한 줄 쓰기 위한 발버둥
실리콘 밸리 시즌 1,본격 잠 부족 드라마..파이드 파이퍼의 시작.
섹스 라이브즈 오브 칼리지 걸스 시즌 1,초반의 유쾌했던 재미를 끝까지 느끼기에는 살짝 지루한 감도 없지 않았지만 활기차고 엉뚱한 매력이 넘치는 사랑스러운 그녀들을 보고 있자니 그냥 절로 웃음이 나온다. (1~10화)섹스시티 대학생버전 정도 젊어서그런가 더 즉흥적이과 과감.. 근데 공부는 언제하는걸까..엄청재밌습니다 강추해요 ㅎㅎ
애봇 초등학교 시즌 4,빨리와.......
요괴 셰어하우스 ~다시 돌아왔어요괴~,시즌1보단 좀 끼워맞추는 기분이 있지만 소재의 참신함으로 넘어갈만하다
윌 스미스의 프린스 오브 벨-에어 시즌 1,
닭강정,"아 이 병맛 드라마를 어쩌면 좋아요 ㅋㅋㅋ나는 왜 이걸 보고 있는가난 왜 이시간에 닭강정을 먹고있는것인가취향의 차이라 할 수 있을까. B급 감성과 유머가 맞는다면 볼만하고 아니라면 바로 스킵 할. 감독이 누구야? 라고 묻는다면...아마 다들 고개를 끄덕일듯.이게 실사화 되는 것부터 놀라움의 연속 B급 개그의 향연과 개연성은 미스테리한 기계만큼이나 난해한데 또 계속 봐진다.. 실소하며 보고있는 날 발견하게 된다ㅋㅋㅋ개그도 같이 웃을 수 있어야 유쾌한 법.이젠 이병헌 작품을 볼 때는 인내심을 챙겨야 한다.이병헌도 거품이 빠지는 느낌이다, 병맛으로 웃기고 특유의 말장난도 극한직업의 연장선이라 신선하지도 유쾌하지도 않을 뿐더러, 오버스러움이 주는 즐거움도 반복되니 고통과 억지만 남는다코믹이란 이런것달콤하고 가벼운 맛, 맵짠한 그 맛을 지나 씁쓸하고 눅눅한 튀김옷 맛까지.. 인간으로서 모두와 추억을 만들며 살아간다는 데 감사한.몇번을 껐다가 켰다가 시도했지만 무슨 말인지 도무지 모르겠음초반에 뇌절이지만 나름 웃겨서 좋았는데 후반에는 재미도 없고 뇌절도 심하다웹툰 원작은 재밌던데 왜 실사는 ...? 웃길려고 억지로 발악하는거 같아서 별로임 그리고 안웃겨....더 강력해진 병맛 드립력. 말이 안되는데 이게 되네.. 진정한 세계평화의 진수가 담겼다. 이병헌 유니버스의 시작.호불호 거의 없이 사랑받는 음식처럼 모두가 사랑하고 사랑받는 세상이 되길 바란다병맛이지만 가볍게 재밌게 보기 좋은 영화 넷플릭스의 탁월한 선택억텐이 있긴 하지만 나름 웃김믿고보는 주연 들배우들의 연기가 아깝다어디까지 하나 궁금해서 끝까지 봄오랜만에 크게 웃으면서 본 드라마보는내내 짜증 돋는다특이한 코미디 요소가 많으면 그만큼 받쳐주는 연출과 스토리가 있는 닭강정.. 처음 뭐지? 하던 것들이 모두 복선이 되고 복선인지 몰랐던 자연스러웠던것도 모두 다 복선 그냥 천재임새콤달콤한 닭강정 같은 대사의 향연! 이런 B급 코미디 굿...예미들 보고 있나!웹툰으로 볼 건 그냥 웹툰으로 보자 억텐으로 웃기려고 노력하는게 민망할 지경뇌절 자가복제를 피하려다 오히려 더 뇌절이 되어 버린...드림 때도 그렇고 뭔가 힘이 잔뜩 들어간 듯 그냥 멜로가 체질, 극한직업 정도만 해줘도 딱 좋은데 아쉽다ㅠㅠ아냐, 내가 늘 바란 건 하나야 한 개뿐이야 달디단 닭강정언어유희 말장난과 웃긴상황들이 감독의 전작보다 더 진하고 강한 자기주장을 띈다. 그래서 유머코드가 조금이라도 맞지않으면 취향을 많이 탈 듯하다.외국 B급병맛 영화 좋아하면 추천.후반부로 갈수록 너무 난해하다... 좀만 다 뻔했어도 좋았을텐데"
경이로운 소문,"K-신파 좀 빼라 제발이 드라마 촬영팀의 일원으로 의리로 다 봤어요. 당시 상황이(10시이후 가게들 영업종료) 드라마에겐 너무 좋아 잘되었다는 평을 받은 드리마. 지금 나왔으면 별들에게 랑 용호쌍박초반에 주위를 끄는 유머스럽고 과장된 스토리로 잘 가는가 싶지만 뒤로 갈수록 그닥 집중이 잘 되지는 않았던 드라마내 느낌유치하고 허술하지만 통쾌하고 빠른 전개, 생각없이 즐기며 볼 수 있어 좋았는데 뒤로갈수록 더욱더 유치하고 허술하며 지루함까지;; 이런 드라마에 왜 꼭 신파를 넣어야만 하나더 재밌어도 좋았을텐데 아쉽네"
힘쎈여자 도봉순,"도봉도봉!!! 박보영의 귀여움과 파워가 뭉쳤다!!!저는 너무 유치한 것 같았어요. 오버하는 연기가 어색했던 것 같아요.강남순 보다가 실망해서 도봉순 재주행함... 강남순도 나쁘지는 않은편이지만 도봉순이 너무 강렬했다...로코에서 케미가 무엇인지 보고 싶다면 이 드라마나는 이 작품이 매우 좋았다. 사실상 힘캐 초능력을 지닌 여주의 좌충우돌까지. 도봉순이란 캐릭터는 매우 신선했다. 박보영은 거기에 딱 알맞는 연기를 해줬고.완벽했던 드라마 무엇보다 박형식,박보영이 너무 잘 어울렸었다!"
태양의 후예,"ㅜㅜ 이들의 캐미와 대본의 조화는 정말 엄지척. 들마는 들마로만 기억하겠소이런게 드라마지 현실성은 떨어지지만 그안에서 또 많은걸 느끼게해준 드라마 OST까지 너무 좋은 작품딱 김은숙 드라마. 현실성이 없는듯 하지만 그안에서 설레고. 판타지스러운 부분도 드라마라 이해가능한. 그 적절함이 잘 녹아있는 드라마. 유치하지만 본방을 달리게 만들었던 매력.드라마라는 말이 딱!! 어울리는 작품군복 입은 모습만으로도 충분히 멋있다고 느껴지는 드라마였어요. 설렘 주는 드라마.김은숙 작가님 진짜 respect!진짜 오글거리고 싫은데, 왜 히트 쳤는지 단번에 알수 있는 그런 작품다시 봐도 재밌는 작품. 유시진같은 남자 없어요ㅠㅠ레전드 작품이죠!! 드라마상에서의 두 커플 모두 응원했고 설렜습니다진짜 송중기님 연기너무잘하고 송혜교언니도 연기너무잘해서 태양의후예재밌게잘봤어요 송중기님 연기는 그저빛이나요가슴 시리게 잼있게 봤었던,,다시보면 오글거리고 유치하고 옥의티도 많이 보이지만, 가끔 한번씩 보게되는 드라마😁백번도넘게본드라마^^ 대사도 다 외울만큼 많이봤는데도 볼때마다 재밌고 정말 잘 만들어진드라마인것같습니다 O.s.t까지 완벽한 드라마보고싶게 만드는 매력내용과 대사가 좋은 작품강모연과 유시진은 행복하게 살았답니다김지원과 송중기의 미모가 돋보임. 작품의 개연성은 조금 떨어지고 유치하지만 배우들이 하드캐리.현실성보다 더 중요한 것은 얼마나 환상을 잘 이끌어내는가대한민국 군대는 송중기가 다 버려놨지만 송송커플처럼 연애하면 무척 즐겁고 유쾌할 것 같다판타지면 뭐 어떤가...재밌는데!괜히 한번씩 보고 싶은,목소리도 예쁘다ㅏ진짜 인생드라마다 이건..현실성은 없지만 가장 재밌게 본 로코물현실성이 떨어지지만 그럼에도 불구하고 계속 찾게되는 드라마인생드라마에요 후유증 개 씨게 남음명장면을 많이 남기고 ost도 너무 좋은 드라마임 현실성이 없지만 스토리는 좋았음드라마의 묘미란 이런거지. 현실감 없는 낭만과 로맨스가 가득한 스토리. 배우들의 얼굴과 연기합이 조화로워 몰입도가 엄청난 작품이다. 명품 OST까지 손꼽는 완벽 드라마.야자 쉬는시간에 반에서 몰래 보던 추억..인기 작가의 무쌍록"
도망치는 건 부끄럽지만 도움이 된다,오스트가 너무 좋아서 아직도 종종 듣는데 내용도 재밌어서 좋았음. 각키와 호시노 켄의 케미가 회를 거듭할수록 좋아져서 보는 맛이 있음 엔딩때 코이댄스 추는 배우들 너무 귀여움전반적으로 유쾌하고 흥미진진한 로맨틱코미디이지만 사실 제법 무거운 소재들을 많이 다루고 있다. 여성 인권을 더불어 성소수자와 미혼모 등등 자칫 굉장히 무거워지고 어려워질 수 있는 ...각키와 호시노겐이 이 드라마로 실제 부부가 됐다니… 귀엽고 잘 어울리는 커플이다 ㅎㅎ 내용은 무난하게 볼만한거같다 !! 좋은 메세지가 많이 담겨있다 !
술꾼도시여자들 2,"벌써 탄생한 2023년 최악의 드라마, 최악의 속편.2는 확실히 답답하고 캐릭터가 매력있어보이지가않음ㅠㅠ기대 없이 본 시즌 1은 좋았는데.. 모두의 기대 속 시즌 2는 사실 아쉽다."
상속자들,"나, 최영도 좋아하냐? 내 인생 서브남주캐 ㅠㅠ 사랑했다 증말...♡김은숙 작가는 메인보다도 서브남 서사를 맛깔나게 그리는 재주가 있다. 영도야…하...! 이 드라마도 과몰입해서 봤었죠또 보고싶은......오글거리고 옛날 작품이라고 하지만 막상 보면 멈출 수 없는 드라마재미없는 남주, 여주. 둘의 서사를 설득 못한 드라마. 하지만 재미있는 다른 캐릭터가 있어 다 본 드라마.이민호 김우빈 투샷은 힐링 그 자체! 노래부터 서사에 인물들까지 스토리도 탄탄하고 오글거리는데 재밌음사탄의 학교에 루시퍼의 등장ㅋㅋㅋㅋ"
뷰티 인사이드,"영화도 보고 드라마로도 봤지만 드라마가 좀더 재밌었다.서현진 이민기 연기짱짱👍외면이 아니라 내면의 사랑을 보여주는 드라마 여주인공이 비련하지 않아서 좋았고 남주인공이 물불안가리는 불도저 사랑꾼이 아니라서 더 보기 좋은 드라마영화도 참 별로로 봤지만 한치앞의 예상을 넘어서지 않는 수준의 각본과 각색. 게다가 동종업계에 대한 예의와 배려는 없는 찌라시관한 에피소드는 할말하않이고 이다희의 다시 또 발견뿐.몇번을 봐도 재미있고 감동적인 드라마입니다잘 풀어낸 영화의 드라마화무엇보다 당당하고 자신있는 주체성 강한 한세계와 강사라 같은 여자주인공들이 있는 드라마여서 너무 좋았다 영화와는 달리 남자주인공에게 부여된 설정도 마음에 들었음메인 커플 서사도 재미있었지만 모든 클리셰를 뒤엎는 서브 커플의 서사가 흥미로웠다. 모두들 행복하길성공적인 드라마화지만, 정작 판타지 요소가 없는 서브 커플의 서사가 더 인상적이다.한편의 영화와는 또 다르다. 말도 안되는 내용이지만 나름 재미있었으며, 무엇보다 서현진의 연기가 다 했던 드라마.외면이 아닌 내면을 들여다보게 하는 드라마.서현진이 하드캐리한 드라마. 제일 좋아하는 드라마중 하나가 된.. 오늘의 ""한세계""는 여기까지 라는 대사가 마지막인게 좋았습니다.웃고 울며 즐기며 볼 수 있는 드라마.진짜 너무 너무 힐링 드라마고 제 인생작입니다 몇 번을 봐도 질리지 않고 배우들 연기에도 감탄하고 극본이 진짜 너무 좋아요 ㅜㅜ저 서현진 팬이에요완벽하지 않더라도 사랑함. 이게 드라마를 관통하는 내용이지 않을까.광고, 영화, 드라마 중에 드라마가 제일 나중에 나왔는데 드라마가 제일 좋았다""오늘의 ○○○은 여기까지~"" 이 대사가 모든걸 말해주는구나영화와는 색다른 매력남주 영화에서 여주 드라마로의 완벽한 변화 얼굴이 항상 바뀐다는 것은 어떤 걸 의미할까? 영화는 그 혼란함을 설명했는데, 이 드라마는 기간이 달랐기에 다른 것을 다뤘다.진부하고 뻔한데 계속 보게 되는 류. 서도재 역을 이민기 아닌 다른 사람이 맡았다면 더 좋았을지도. 전작과 너무나도 비슷한 연기."
스파이가 된 남자,"초반 5분 만에 이 드라마와 사랑에 빠져버렸다. 따뜻하고 귀여운 실버타운 스파이 코미디♡마이클 슈어가 끓여주는 김치찌개 평생 먹을래모두들 ""굿플레이스""를 상상했다. ""부루클린99""을 상상하신분도 계셨을것이다. 문론 위 작품의 출연자와 연출가가 다시 합심했으니 향수를 느낄수 있었다. 하지만 힘이 좀 딸린다.노인일자리, 실버타운, 은퇴 후의 여가, 치매 같은 사회적 문제가 문제로 안보인다. 그래서? 괜찮나? 예스?내가 마이클 슈어를 좋아하는 이유 그리고 사랑하는 얼굴들까지‘ 재미있으니까 그냥 하자. ‘따뜻하고 포근한 추리. 어색한 단어의 조합같지만 딱 어울린다.이 제작진들은 정말로 우아하게 사람을 울리는 재주가 있다. 착하지만 노골적이지 않고 잔잔하지만 지루하지 않다. 24.12.24 집 넷플릭스어설프지만 포근포근한 추리극.재미도 있고 마음도 따뜻해지고, 시즌 2도 기대된다!추리를 첨가한 일상시트콤느낌의 미드. 결말이 보이지만 재미있음이 세상에 존재하는 모든 종류의 사랑을 담아"
위기의 X,"권상우는 이제 이런 스타일로 자리잡는듯 코믹도 있고 현실 반영도 많고 가볍지만 가볍지만은 않은 코믹물웃픈 이야기. 월급빼곤 상상을 초월할 정도로 오른다웃겨서 한번에 몰아 봤어요이해는 가능하지만 공감은 할 수 없었던 영역의 이야기X세대가 아재가 되어 구조조정의 대상이 된 시기, 마냥 웃을 수만은 없는 따끔한 현실에, 그래도 같이 그 파도를 헤쳐갈 사람이 있어서 다행인 건가. 시즌2가 제작되길 기원...박진주 보기 위해서 123화를 참은 내가 대견.언제까지 이런식으로 웃길건가. 재미있다는 평보고 합류했는데 불노소득 일확천금에 목숨거는 매력없는 주인공을 몇시간동안 보고 있자니 끔찍했음. 탐정에 해적2에 이제 그만만들기를 제발.인생 작품졸라웃김근데웃으면안되잖아요주조연들의 퀄리티 있는 연기가, 캐주얼한 대본과 잘 어우러져 너무 재밌게 봤다. 특히 간간히 봐왔던 임세미 배우가 역대급으로 사랑스럽고 예쁘게 나온다.권상우는 이런 캐릭터가 잘 어울린다.믿고보는 권상우X성동일 코미디, 다른 배우들도 너무 매력터짐!!!! 기성세대와 신세대가 모두 불편하지 않게 잘 만들었다..최근 트렌드를 반영한 권상우의 타율 높은 자학개그 @@ 윤차장은 아내 진짜 잘만났네.. ㅋㅋㅋ현실에서 접할 수 있는 모든 웃픈 요소들이 드라마에 통틀어서!키노라이츠에서 당첨된 웨이브 이용권 어제부터 쓴 가운데 당연히 본 위기의x 권상우의 찌질한 남자 연기는 역시라는 생각을 하게 해주었구요 에피소드들이 짧으면서도 재미있었네요히트맨과 탐정 등에서 보여준 권상우 배우의 현실 밀착형 연기가 그동안 조화를 맞춰온 성동일, 이이경 배우 등과 함께 한껏 빛을 낸다. 그리고 물론 다음 시즌도 응원배우 권상우님의 코믹 연기는 언제나 옳죠! 근데 왜때문에 월급빼고 나머지는 왜왜왜왜왜 매번 오르는거죠? 너무나도 현실적인 내용이라 웃프네요😂극현실주의코인 개 빵터졌네 ㅋ ㅋ ㅋ 나를 보는 것 같아서 ㅎㅎ. . .ㅠㅠ내 이야기 ㅠㅠ 너무 똑같아서 별 반개 깍습니다.1. 1,2,3 화는 엄청 웃기고... 웃기고..... 웃프다 ㅠㅠ 2. 봄날의 햇살은 여기있었네 현명하고 햇살같은 와이프 3. 왜 입소문이 안 날까? 플랫폼의 문제일까?이거 재밌다구요 입소문좀 납시다.현실 공감, 내가 웃는 게 웃는 게 아니야~2022 코미디 드라마 + 영화 통틀어 가뭄의 단비"
조용한 희망,웬만한 스릴러 영화보다 더 롤러코스터를 탄것같은 상황의 연속이 보는 내내 안타까워 미치는줄 알았다. 실제 모녀사이라서 그런지 마가렛 퀄리와 앤디 맥도웰의 연기 합이 환상적!일말의 반전도 없이 날것의 감동을 주는 멋진 드라마. 세상에 기적은 없다. 끝도 없는 노력들이 서서히 아주 서서히 기적처럼 보이는 곳으로 나아 갈뿐...'희망'이 있는 삶. 그 자체만으로...많이 울고 많이 공감함. 숨막힐정도로 절망적이지만 그 덤덤함에 더 마음이 아프다
더 베어 시즌 3,매분매초 보고있는게 아깝다. Every sencond counts.
미란다 시즌 1,"미란다가 화면 쳐다보기만 해도 웃김ㅠㅠ 생각없이 보기 좋은 시트콤묘하게 중독성있는보면 볼수록 미란다가 주는 웃음에 소중함을 느낀다. 여기서는 미란다 같은 사람이 왜 미란다처럼 살지 못할까를 생각해보게 됐다. (나답지 못한 나의 삶 help me)내가 사랑하는 시트콤. 유치하고 바보같은 유머코드지만 그럼에도 너무너무 재밌었다. 여러번 정주행해도 좋은 시트콤좋아하는 시트콤 시리즈이상해도 괜찮지 않아도 괜찮아.언제 봐도 즐거운 시리즈!미란다같은 친구가 있으면 즐겁겠다미란다 챠밍걸 ~~ ,, 미란다가 저항없이 넘어질 때마다 저항없이 웃음 나옴좀 과하다 싶긴한데 보다보니 적응된다. 캥거루 인형 배에서 치와와 나올때 빵터졌네 ㅋㅋㅋㅋㅋ지금 시점에서는 웃을 수 없는 개그가 있긴 하지만 우울할 때 미란다 보면 정신놓고 웃게 됨. 미란다 돌아와줘요ㄱㅋㅋㅋㅌㅋㅋㄱㅋㄱㅋㅋㄱㅋㅋ 웃겨서 토할것같ㅇ다 ㄱㅋㄱ ㄱㄱㄱㄱㅋㄱㄱㄱㄱㄱㄱㄱㄱㅋㄱㅋㄱㄱㄱㅋㄱ ㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㄲㅋㄱㅋㅋㄲㅋㄲㅋㅋㅋ외국 개그를 보고 웃은 적은 처음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시즌4 낸하 .."
IT 크라우드 시즌 1,지나가다 우연히 찾았었지만 너무나도 큰 영광재밌어요!
연희공략: 건륭황제의 여인,"내용이 넘 길어 중간에 지루하기도 했지만 끝까지 너무 재밌게 일주일만에 본것같아요 ㅎㅎ요즘 나오는 여주인공 유쾌하고 통쾌함 그리고 부찰부항의 애뜻한사랑에 맴찢분위기,색감,고증,스토리 등 완벽. 여주의 연기력 논란은 여전히 있지만 감안하고 볼 수 있음언니에 대한 복수로, 영락이 궁에서 생활하는 이야기. 주인공이 물불 안 가리는 성격이고, 당하면 똑같이 갚아주는 성격이다.재밌어서 시간 가는 줄 모르고 봄부항영락파는 꼭 <상식> 보십쇼후궁암투물에서 보기 드문 주인공. 비즈니스적이지만 의리있는 캐릭터라 보기 편했다배경미술이 몹시 아름답고 사건들도 재밌는데 단 한가지.. 주인공 배우가 연기를 진짜 끔찍하게 못해서 감정선이 다 갑작스럽게 느껴짐... 목소리는 더빙이니 표정만 잘하면 되는데 최악궁중암투에 정신나간 빌런이 계속 등장하지만 앞뒤없이 복수하는 영락이를 응원할 수밖에 없음.. 엔딩에 남겨진 약간의 아련함과 발랄함이 좀 애매가장 재밋게 보았던 중드 중에서 탑3 안에 드는 작품인것 같다.."
더 모닝 쇼 시즌 1,"""Sometimes women can't ask for control. So, they have to take it.""더 모닝쇼1나 이거 왜 이제 앎? 최고의 망작이라고 해도 이 조합이라면 다 참고 볼 수 있는데 에미 수상작이었다니.방송국이라는 세상으로 보여주는 복잡하고 다면적인 인간 군상에 대한 포효."
식샤를 합시다 2,"시즌2가 배우들의 케미부터 스토리까지 제일 완벽했고 재밌었어요~~잔잔한 힐링 드라마. 그런데 묘하게 빠져든다.그럭저럭 볼만한 드라마지만, 시즌 1과 비교되어 아쉬운 건 어쩔 수 없네..너무 사랑스러운 서현진ㅜㅜㅜㅜ서현진이 다살렸다식샤샤샥"
길모어 걸스 시즌 1,길모어걸스 모든 시즌을 보기까지 5년이 걸렸다. 길모어걸스를 보면 내가 그 인생을 살았던 것 같은 착각이 들 정도로 향수가 있는 작품.Chad you still have me... I luv you 4ever... <3
덱스터 시즌 2,".라이벌의 거대한 그림자.독스와의 구도가 흥미진진한 시즌.전 시즌에 비해 난잡해진 구성, 엉성해진 개요풍성한 스토리를 탄탄한 기획으로 그린 추리물원작보다 독스의 캐릭터가 더 입체적이라 마음에 든다."
명상 살인,서늘한 조언이 가슴 깊숙이 파고든다처음엔 뭐지? 하고 봤는데 너무 재밌어서 끝난게 아쉬울 정도네요. 독특하고 기발한 내용이예요. 다음 시즌 확정이라 기대되요.명상으로 킬러가 되어버린 마피아 전담 변호사. 직장내 스트레스를 살인으로 해소하며 워라밸을 찾는 독일식 슴슴 버석버석 유우머가 제 취향입니다.Netflix기발한 명상의 적용. 명상이 어려운 자들에게 톡톡튀는 명상 강의! 드라마가 아니라 인강으로 출시해도 좋을지도?쑥쑥 넘어간다. 예상했지만 아쉬운 결말인데 애니메이션보듯 주인공이 위기 넘기는 맛으로 본다 약간 비현실적이여서 가볍게 보기좋은듯해요손가락 두개에 대한 대담한 이야기. 꽤 빠르게 진행되서 재밌다. 주인공 아저씨가 매력 있다!ㅎBreaking Bad에 필적하는 수작! 꼭 보시길…
아직 최선을 다하지 않았을 뿐,"금필은 우리나라 정서에서 공감받기 힘든 캐릭터이지만, 나는 밉지 않았다. 합리화가 아닌 진짜 최선을 깨닫게 해준 가족과 함께였기 때문이다. 그 장면들에 묻은 온기와 메세지들이 좋다최선을 다해 살란건지, 가까운 사람들과 도우며 행복하게 살란건지, 스르르 흩어진 주제가 노림수라면 오히려 좋을지도? 220610답없지만 밉진 않은..보는내내 답답했다..도대체 언제 최선을 다할건데??"
부통령이 필요해 시즌 1,정치풍자인데 진짜 배꼽잡고웃음 ㅋㅋㅋㅋ 빞으로 HBO를 알개되었고 HBO 광팬이됨시즌1만 지나면 끝까지 완주하게됨- 진짜 인생 미드.. 너무 재미있어서 다시 보고 싶은데 ott에 없는게 너머 아쉽다.이렇게나 엉망인 우리들. 아 너무 좋아ㅠ북치고 장구치고 진지한 척 하다가 화내고 욕하고 ㅋㅋㅋ
최고의 이혼,"드라마 자체는 재밌었는데 드라마의 메세지가 너무 공감 안 되고 별로였음인생의 진리를 술술 잘 풀어내는 드라마오래회자되는 명드는 이유가 있다. 뻔한 결말일지 모르지만 매회 미소짓게 되는.Wavve정해진 길을 가고 있지만. 캐릭터, 특히 에이타의 연기와 사카모토 유지 식 진심 털어 놓기로 재미를 만든다. 결혼을 안 해봤고 크게 생각한 적도 없어서 공감이 많이 안 되지만"
프렌즈 시즌 9,로스랑 레이첼 Baby got back 부르면서 춤추는장면 최애... 너무웃겨욬ㅋㅋㅋㅋㅋㅋ명불허전시트콤이지만... 성장하지 않는 캐릭터들이 불편..비현실적이면서도 부러운 친구관계
마이 매드 팻 다이어리 시즌 1,"마이 매드 팻 다이어리 시즌 1(My Mad Fat Diary Season 1)Champagne Supernova 그리고 그외 명곡들이 진짜 많이 나온 드라마.90년대 영국 밴드들, 그리고 어른으로 성장해나가는 10대들. 그 길이 멀고 힘들게 느껴지더라도 모두가 함께니까 괜찮아.꼭 예쁘지 않아도 괜찮아. 우리는 젊기에 아름다우니까."
슈츠 시즌 2,"재밌다! 근데 이 시리즈의 빌런은 다름 아닌 마이크 로스임. 개패고 싶은 머리만 좋은 애새끼... 나만 그렇게 생각하는건 아니겠지? ㅠㅠ1시즌이 시작이었다면 2시즌은 마이크가 제대로 자리를 잡아가는 과정시즌 하나가 하나의 에피소드법전을 든 검투사, 콜로세움에 서다."
빌리언 x 스쿨,"야마다 저거 연기 맞음? ㅋ유치하구 재밌음 고쿠센같은거 좋아하면 아주 잘 맞을듯 근데 개그코드 안맞으면 힘들지두..유치한 것도 분명 맞지만, 바보 같을 정도로 어떠한 것에 마음을 불사지르며 열정을 뿜어내는 순수한 유치함이 요즘 세상에 조금 필요한 것 같아.gto 좋아하는 사람은 좋아할 수밖에…유치하지만 감동적이다 웃고 울고 싶은 날에는 보길 추천 아니 그냥 보길 추천 개그취향 개잘맞아서 존나 쳐웃음 제로구미와 오레노 크라스다!!"
더 그레이트 시즌 2,"그레이트가 베스트가 아니라는 것을 몸소 보여주는 두 그레이트자꾸 보게 되는 흥미진진 병맛 드라마.시즌1,3와 다른재미. 시즌2에서 퇴위한 피터는 1에서보다 더 황제감 같아보였음. 사랑에 빠진 여황제와 좀 덜 폭력적인 피터가 좀더 밸런스가 맞아 보는 재미가있음.롬콤이된 최애시즌아 왜이렇게 재미가 없지 내가 상상했던 내용과는 달라서 그런가 너무 별로였음캐서린의 서사가 1시즌만큼 일관적이지 못해서 (그놈의 사랑타령..) 약간 아쉽지만 주연배우들의 눈부신 연기와 비주얼 보는 맛이 쏠쏠함."
