movie_title,review
6888 중앙우편대대,몰상식한 군 통수권자를 두는게 얼마나 끔찍한 일인지. 군 사기 진작에 도움이 되는 편지들을 무시하는 것은 군인들을 총알받이로 생각하는 것과 다름없다.
6888 중앙우편대대,이렇게 다채로운 이야기 층위를 가지고 이런 졸작을? 실화바탕. 타일러 페리. 2024. 1.0
6888 중앙우편대대,전쟁에서도 겪는 인종차별에 맞서 훌륭히 임무를 완성한 흑인여성부대의 실화. 전쟁에 이기기위한 보급품도 중요하지만 전우와 가족들의 마음을 이어주는것도 중요한 일이 아닐까?
6888 중앙우편대대,영화 6888 중앙우편대대 리뷰: 마지막 20분을 중심으로
6888 중앙우편대대,"개인적으로는 출연하는 여성진들의 목소리톤 (당시 여성들은 그랬을지 모르겠지만)이 익숙치 않고, 특히 여주는 그 톤 마저 부자연스럽다. 다만 영화 자체는 추천할만 하다."
6888 중앙우편대대,"미국인들이 좋아하는 딱 그 느낌. 캡틴아메리카, 탑건 등등의 영화에서 느낄 수 있는 그 느낌. 난 불호.."
6888 중앙우편대대,"2차 세계대전 당시, 기억해야 할 소재를 발굴했다는 의의 정도."
6888 중앙우편대대,연출이 훌륭하진 않은데 그래도 내용 이해와 몰입이 적당히 잘 되게끔 만든 영화라고 생각합니다 저는 지루한 장면이 없었어요ㅋㅋ 그리고 채리티 애덤스 역 케리 워싱턴이 진짜 하드캐리함
6888 중앙우편대대,실존했던 유일한 흑인여성 부대 저시절이 저런 구성의 부대가 있었다는거 자체가 신기함 영화는 잘보고있는데 갑자기 마무리 짓는 느낌이 든다
6888 중앙우편대대,스토리나 편집적인 부분에서 아쉬운 점이 많았지만 당시 미국의 흑인 차별과 그에 담담하게 맞선 여자들의 이야기를 담아냈다는 것에 점수를 주고 싶다.
해리 포터와 비밀의 방,해리포터 시리즈는 사실 평가할수 없이 좋지만 시리즈가 갈수록 어두워져서 초반시리즈가 더 좋다
해리 포터와 비밀의 방,초딩 때 새벽에 봤는데 너무 무서웠고 너무 재밌었어. 그 때의 감정 또 느끼고 싶다.
해리 포터와 비밀의 방,신스틸러는 도비
해리 포터와 비밀의 방,"도비의 첫 등장부터 더욱 늘어난 판타지 요소, 매력적인 캐릭터들까지 매력적인 부분이 한둘이 아닌 속편"
해리 포터와 비밀의 방,해리포터 시리즈 중 가장 최애 시리즈!! 몇번을 봐도 질리지 않고 흥미진진
해리 포터와 비밀의 방,볼드모트~
해리 포터와 비밀의 방,그래도 신비한 좋은 상상력과 판타지 동화 같은 느낌은 그대로
