movie_title,review
모텔 캘리포니아,연출 연기 영상미 음악 모두 좋습니다 :) 요즘 따뜻하고 아름다운 드라마 찾기 어려운네 모텔 캘리포니아가 딱 그런 드라마인거 같아요!
모텔 캘리포니아,연기구멍 없음 연출 오스트 좋음 눈호강귀호강 드라마
모텔 캘리포니아,너무재밌어요~
모텔 캘리포니아,원작보다 훨씬 잼나고 빠른전개 몰입감 최고 현실성 있는 들마에 남주여주 첫사랑 앓이 시작 설레고 시원하고 뭉클함이 더하게 찰떡 ost 다음편이 너무 흥미진진 기대만땅
모텔 캘리포니아,남녀 주인공이 참 예쁘네.
모텔 캘리포니아,모든 캐릭터가 살아있다.
모텔 캘리포니아,인생은 혼자 보다는 서로 도움이 필요하다고 느낄 세상사는 이야기 따뜻한 느낌 재미있고 울컥하기도 화나기도 응원하기도 암튼 꼭 봐야할 들마 첫사랑 순수커플 배우들연기도 빈틈없음
모텔 캘리포니아,갓벽 ost 좋은 연기 괜찮은 연출
모텔 캘리포니아,"대본과 연출, 배우.. 틈이 없어요. 모두 완벽함.."
모텔 캘리포니아,"드라마 연출이 이렇게 중요합니다. 아무리 좋은배우 각본이라도 연출이 이상하면 보기 힘들죠. 이 드라마는 영상미,연출,음악 뭐하나 빠지는게 없네요. 찾던 드라마 입니다."
모텔 캘리포니아,오랜만에 재밌는 작품인데??!!
모텔 캘리포니아,재밌어요 진짜..순애보 잔잔 감동..사이다도..😊
모텔 캘리포니아,요즘 이런 드라마 찾기 쉽지 않은데 오랜만에 아련한 드라마 보니까 좋네요~
모텔 캘리포니아,현재삶에서 있을수 있는 아픔 고통 연기로 잘보고 있어요 세영배우 늘감사
모텔 캘리포니아,👍
모텔 캘리포니아,음악 영상 연기 다 좋아요~ 오랜만에 설레이고 기다려지는 드라마입니다. 그리고 제 마음을 어루만져주는 그런 느낌이 드는 드라마네요^^
모텔 캘리포니아,새롭게 변신한 개사이다 캐릭터 지강희 이세영 연천이다
모텔 캘리포니아,간만에 재미있는 드라마 나옴. 강추합니다. 이세영나인우연기도좋고 연출도 세련되어 눈이 호강합니다.
모텔 캘리포니아,앞으로가 더 기대되는 드라마
모텔 캘리포니아,몰입이 잘되고 동화같은 감성의 화면이 매력적
모텔 캘리포니아,역시 믿보배 이세영👍
모텔 캘리포니아,"연기, 연출, 서사 너무 좋아요 틀에 박힌 느낌이 아니라서 더 좋으네요"
모텔 캘리포니아,갈수록 재미있음
모텔 캘리포니아,진짜 잘만든 드라마 연기연출음악 다 좋아요
모텔 캘리포니아,최민수의 자애롭고 편안한 아버지의 역할이 인상적이다.
모텔 캘리포니아,"이기적인 사랑, 헌신적인 사랑. 사랑은 평등하지 않다."
모텔 캘리포니아,이세영이랑 나인우 캐미가 좋네 특히 이세영 연기하는거 첨봤는데 사랑스러운 캐릭터네 재밌게 보고있다 좀 유치하긴한더 웹툰이라 어쩔수 없나봐
모텔 캘리포니아,쏘쏘... 너무 이쁘게만 연출하려고하는 듯 원작을 모르는 채로 보니 이해가 안되는 부분이 있지만 볼만함
모텔 캘리포니아,"스토리,연출 다 완벽해서 볼맛 나는데 왜 안뜨는지 모르겠는 드라마.. 유명해져라ㅏ"
신병 시즌 1 PART. 1,군대의 어색함과 어두움을 코믹함으로 물리치다.
신병 시즌 1 PART. 1,원작을 잘 살린거 같다.
신병 시즌 1 PART. 1,희노애락이 다 담겨있는 작품. 보다보면 캐릭터 한명한명에게 애정이 생긴다.
신병 시즌 1 PART. 1,DP가 헌병이라면 이건 찐 군생활이지 더른건 몰라도 최일구는 군인 그잡채….
신병 시즌 1 PART. 1,진짜 더도 말고 덜도 말고 이게 군대지 과한 군대물이나 약한 군대물이나 그 사이의 기준점이 될만한 리얼 군대물이다
신병 시즌 1 PART. 1,진짜 군대로 돌아간 듯한 실감나는 내용이 마음에 들었다.
신병 시즌 1 PART. 1,"""우리는 그 언젠가 누군가의 신병이었다"" 군대를 비롯한 모든 사회생활에 적용되는 미친 공감의 드라마 221015"
신병 시즌 1 PART. 1,원작 보고 보았는데 진짜 배우분들 찰떡궁합으로 캐스팅 되었네요
신병 시즌 1 PART. 1,싼티나는것 같지만 충분히 유쾌하고 각색 또한 좋았다
신병 시즌 1 PART. 1,존잼ㅋㅋㅋ
신병 시즌 1 PART. 1,군대의 코믹한 부분과 어두운 부분을 잘 살려낸것 같다 그러나 몇몇 배우들의 연기가 살짝 아쉬웠다
신병 시즌 1 PART. 1,코미디인 줄 알았는데 현실호러
신병 시즌 1 PART. 1,"웹툰을 기반으로 캐릭터를 살려주는 배우들, 탄탄한 내용 너무 만족스러웠다"
신병 시즌 1 PART. 1,멈출 수가 없네..
신병 시즌 1 PART. 1,군대 ptsd ... 군대 드라마중 제일 재밌게 봤고 시즌2가 기대되는 시리즈
신병 시즌 1 PART. 1,캐스팅이 미쳤다. 어디서 저렇게 하나같이 다 캐릭터 찰떡인 배우들을 섭외했을까 ㅋㅋ
신병 시즌 1 PART. 1,원작을 살리면서도 드라마만의 오리지널 캐릭터를 잘 녹아낸 사례. 코미디와 스릴러(?)의 적당한 조합. 개인적으로 넷플릭스였다면 DP 정도로 입소문이 퍼졌을거라 본다
신병 시즌 1 PART. 1,시간가는 줄 모르고 봤습니다. 쏘 리얼~ 군대 내에서 벌어지는 일이니까 D.P랑은 전혀 다르죠. 시즌2 기다리고 있습니다
신병 시즌 1 PART. 1,찐 군대물!! 군대 생각이 나면서 보게 되는..
신병 시즌 1 PART. 1,군대가기 싫어요 제발 ㅠㅠㅠ진짜 저러진 않겠지 저 폐급 아오
신병 시즌 1 PART. 1,가장 재미있는 남의 군생활 가장 몰입이 잘 되는 군생활 PTSD 유발은 서비스
신병 시즌 1 PART. 1,상명하복의 원칙만이 있는 곳에 포식자의 후계자가 온다. 발상의 전환이 너무 재밌었다. 하지만 실화라니.ㅎㅎ
신병 시즌 1 PART. 1,-
신병 시즌 1 PART. 1,군생활은 예나 지금이나 비슷하다
신병 시즌 1 PART. 1,장삐쭈 원작을 다 본 상태에서 봐도 전혀 어색한 연기 장면이 없다. 스토리가 일부 바뀌긴 했지만 그래도 원작에 충실한 느낌이다. 연기자들의 연기도 너무 좋았다!!
신병 시즌 1 PART. 1,동일한 소재의 다른 작품들보다 조금 더 몰입되고 공감가는 군대 이야기. (1~5화)
신병 시즌 1 PART. 1,예전 군생활의 트라우마
신병 시즌 1 PART. 1,원작에 충실하니 완벽한 작품이 되었다
신병 시즌 1 PART. 1,롤리폴리
신병 시즌 1 PART. 1,군 필자 추억소환!
신병 시즌 1 PART. 1,군대시절 알싸한 추억이 진동한다 아 코 매워라
신병 시즌 1 PART. 1,코미디와 드라마가 적절한 조화.. 간만에 너무 몰입해 본 드라마!!
나는 SOLO <나는 솔로>,매번 기수마다 너무 코미디 같고 재미있어 한주가 기다려지는 프로그램
나는 SOLO <나는 솔로>,진짜 이거보면서 세상엔 다양한 사람들이 참 많구나를 느꼈다. 패널들의 감초역할까지 더해져서 볼맛나는 예능? 이었다
나는 SOLO <나는 솔로>,연애프로그램을 가장한 확신의 예능!!!!
나는 SOLO <나는 솔로>,나솔은 연애프로그램이 아니라 휴먼 다큐다 🤣
나는 SOLO <나는 솔로>,.
나는 SOLO <나는 솔로>,대한민국 5천만 인구 중 3천만 종류의 인간 군상을 단번에 확인 가능
나는 SOLO <나는 솔로>,욕하면서 정드는 프로
나는 SOLO <나는 솔로>,여러 인간군상을 여기서 알게되고 대처방법을 배운다
나는 SOLO <나는 솔로>,도파민!!!!!
나는 SOLO <나는 솔로>,소녀처럼 들어가 숙녀가 되어 상남자처럼 들어가 소년이 되어 나간다
나는 SOLO <나는 솔로>,"내 인생 휴먼 다큐 매주 수요일만 기다립니다 ㅋㅋ 있는 그대로의 모습들로 흥미 진진,,"
나는 SOLO <나는 솔로>,현실 도파민 폭발
나는 SOLO <나는 솔로>,도파민으로 모쏠돌싱이 최고인듯 거의 치사량수준의 도파민
나는 SOLO <나는 솔로>,나는 솔로 이걸 누가 보냐 하다가 어느샌가 나도 보고 있었다. 처음에는 출연자를 보며 욕하고 비웃다가 어느샌가 내 이야기 아닌가 하는 생각이 들어 숙연하게 만드는 유일한 예능이다.
나는 SOLO <나는 솔로>,ㅋㅋㅋㅋ이만한 즐거움을 주는 것이 있을까!!! 사람관찰을 아주 적나라하게!!
나는 SOLO <나는 솔로>,연프 1도 안보는 내가 본 첫 연프. 사실 연프라고 불러선 안된다. 다양한 사람들의 다양한 심리와 행동을 볼 수 있는 휴먼다큐. 반성과 교훈을 얻을 수 있다.
나는 SOLO <나는 솔로>,나는솔로는 연애프로그램이 아니다.다큐다.다른 연프들에서는 절때 나올 수 도없고 나오지도 않는 정말 현실적인 부분들이 나오고 담아내는 연프임
나는 SOLO <나는 솔로>,최근 우후죽순 생겨나는 짝짓기 예능 속에서 그나마 가장 진정성이 느껴진다.
나는 SOLO <나는 솔로>,나는솔로 때문에 일주일 중 수요일만 기다립니다… 힘든 일주일 중 힐링…아닌 힐링..을 하는 타임
나는 SOLO <나는 솔로>,연출은 올드하나 재밌음
나는 SOLO <나는 솔로>,"정말 세상엔 다양한 사람이 있다는걸 새삼 깨닫고, 저도 같이 심쿵하면서 보게되네요 ㅎㅎㅎ"
나는 SOLO <나는 솔로>,나솔 돌싱편만 보는 사람 나야 나ㅋㅋㅋ
나는 SOLO <나는 솔로>,날 것 그대로의 연애프로그램!
나는 SOLO <나는 솔로>,재밌는 편만 재밌음
나는 SOLO <나는 솔로>,mc하드캐리 방송. 본 경기보다 해설의 임팩트가 더 크다 개발자랑 삼성및 대기업들이 왜 못갔는지 잘 알겠는 방송.
나는 SOLO <나는 솔로>,조금 외모 지상주의로 빠지는 경향이 있고 나오는 출연자님들의 구설이 나와 아쉽긴 하지만 솔직한 리얼 연애 프로그램이라 재미있게 보고 있다. 가끔 과한 설정이 눈쌀을 찌뿌리게도하지만
나는 SOLO <나는 솔로>,16기 하나만으로 관찰 예능의 한 획을 그은 것이 자명 최근 한 달 내 도파민 분비의 8할을 차지하는 중
나는 SOLO <나는 솔로>,재밌다아아아어어
나는 SOLO <나는 솔로>,인간다큐
나는 SOLO <나는 솔로>,도파민의 정석...
나는 SOLO <나는 솔로>,제작진이 출연진들한테 너무 잔인한 것 같음...
