movie_title,review
써로게이트,기술이 인간을 지배할 때
써로게이트,욕창 걸리겠다...
써로게이트,할 수 있는 얘기가 많았을 텐데 내가 본건 삐리삐리 로봇연기 뿐 ; 2015년
써로게이트,상당히 흥미로우면서도 설득력 있는 설정인데 조금 아쉽다
써로게이트,한시간 반 동안 느끼함 또는 불쾌한 골짜기를 끊임없이 느낄 수 있는 특별함이 있다.
써로게이트,참신한 소재를 짧은 러닝타임내에 잘 다루지 못했다
써로게이트,사람은 로봇보다 아름다워
써로게이트,튼튼하지 못한 시나리오 속 허술한 존엄성이란 교훈
써로게이트,써로게이트가 다 파괴되었다고 모든 문제가 해결됐다고? 감독 머릿속은 얼마나 긍정적인거냐?
써로게이트,이미 이곳은 살아있는 마네킹들의 사회.
써로게이트,좋은 소재에 부족한 철학
써로게이트,실존하는 아바타의 비인간성
써로게이트,장점은 기발함이 유일.
써로게이트,유투브 모 가수노래에 짜집기한 영상을 보고 재밌을거 같아서 봤다. 그 영상이 더 재밌었단건 함정
써로게이트,어쩌면 비대면 시대를 예견한 영화.
써로게이트,흥미로운 소재에 미치지 못하는 겉핥기 식의 이야기 전개.
써로게이트,이야기의 허술함을 채우는 다양한 재미요소
써로게이트,"외모와 편리함만을 쫓을 것인가, 불편해도 진정한 나로 살 것인가? 기술이 발전할수록 고민해봐야 하는 문제이다!"
반짝이는 워터멜론,초반 아역이 연기한 반짝이고 따뜻한 드라마의 느낌때문에 더 몰입이 되었고 신선한 스토리와 주연배우들의 연기합이 좋다고 느껴졌다.
반짝이는 워터멜론,엔딩이 살짝 아쉽지만 그래도 오랜만에 반짝이는 배우들과 이야기를 만나서 힐링됨 부모도 자식도 결국 서로에게 가장 든든한 편이 되어줘야겠단 생각이 들었다
반짝이는 워터멜론,청춘물이지만 마냥 청춘드라마라고는 할 수 없는.. 반짝이는 순간을 함께 할 수 있고 그 시간을 함께 기억할 수 있는 건 행복이다
반짝이는 워터멜론,야아아악간의 병맛은 귀여움으로 봐줄 수 있다~
반짝이는 워터멜론,"가장 반짝일 수 있을 때 반짝이는 사람들과 반짝이는 마음을 전해보자. 인생이여, 만세!"
반짝이는 워터멜론,사실 청춘 드라마는 케미만 잘 맞아도 재밌다. 그런데 케미는 기본이고 스토리라인이 아주 정성스럽다. 막화까지 완전히 용두용미!!!! 모든 걸 다 잡았다!
반짝이는 워터멜론,오랜만에 힐링되고 강동적인 작품을 본 것 같다. 여운이 남는다
반짝이는 워터멜론,코다 관련 이야기를 보여준것도 신선하고 이 드라마가 사람들이 수어에 관심을 가지는 계기가 될거같음 !! 중반에는 약간 삐끗했지만 높게 평가할 점이 많으니 4점 👍
