movie_title,review
카센타,때워도 때워도 때워지지 않을 빵꾸
카센타,씨앗은 좋았으나 잔가지가 너무 많았다
카센타,웃자니 안쓰럽고 울자니 발칙하고.
카센타,부족한 부분도 있지만 미묘한 재미가 있는 영화
카센타,작은 못으로 증명되는 한국 사회의 계급과 믿음 그리고 불신
카센타,재밌게 봤습니다.
카센타,재밌겠다. 라는 상상이 재미있는 각본으로 이어질거란 보장은 없다.
카센타,결말보고 내 머리가 빵꾸난듯
카센타,판을 벌린 것에 비해 상당히 아쉬운 전개와 마무리
카센타,2019-12-22 / 아무리 지랄해 봐야 범죄자는 범죄자일뿐.
카센타,.
카센타,인과관계의 짜임새보다 사회의 군상을 면밀히 관찰하는 솜씨.
카센타,충분히 일어날 수 있는 사건
카센타,아 급커브로 관객 뒤통수 후리는게 명작의 조건이 아니라고...
카센타,밑바닥에 아무리 못을 박아도 빵꾸나는 인생
카센타,"밑그림은 다 그려놨는데, 막상 채색이 덜 된 어정쩡한 ‘그레이코미디’."
카센타,"양심에 구멍이 뚫리는 일이 발생하자, 그들의 욕망은 브레이크가 고장 난 자동차처럼 달려버린다. 인제 와서 다시 돌아가고 싶어도, 이미 구멍을 메우는 일은 쉽지 않다. 욕망을 자기 ..."
카센타,돈을 향한 인간의 한계
카센타,누구나 재구와 순영일 수 있다.
카센타,선을 넘으면 탈란다..
카센타,'영화 같지도 않은' '볼 필요도 없는' 영화가 아닌 '충분히 볼만한'
카센타,한번 박힌 못을 빼도 구멍이 있다
카센타,난잡하게 펼치되 그 방향만은 확실한 소동극
카센타,이 영화는 작품을 뜯어분석 할 필요가 업뜸... 시사하는 바를 머리로 느끼면됨
카센타,빵꾸난 타이어로 터질 때까지 내달리는 꼴...
카센타,스스로 악당이 된 서민들... 그들을 빌런이라 말할 수 있을까? 살기 위해 범죄를 저지른 부부의 이야기룰 통해 가난의 굴레와 마을에서 융합될 수 없는 설움을 얘기하고 있습니다. 일...
카센타,'카센타'는 타지인이라고 외면 받는 작은 도시에서 카센터를 운영하는 부부가 타이어에 고의적으로 펑크를 내며 돈을 버는 범죄 영화다. 생계형 범죄 코미디라고 홍보하는 이 영화는 불공...
카센타,화수분처럼 채워지지 않는 구멍 난 양심에 대한 성찰
카센타,재구는 동네 변두리에서 카센타를 운영하고 있지만 리조트 공사가 한창인 지금은 카센타 운영이 전혀 안되고 있어서 살고 있는 집도 내주어야 할 판이다. . 하지만 우연히 차에 빵꾸가 ...
카센타,너무 욕심부리면 큰코다친다
카센타,양심의 한계가 어디까지인지 몰아붙인다
카센타,모두의 양심에 못이 박혔을 때
카센타,이번 영화 내용은 별로~
카센타,왜 여자가 남자랑 결혼을 했어야했는지 왜 남자가 그 카센터에 집착을 했는지 왜 마지막엔 그렇게 끝난건지 의문이 좀 남는 내겐 어려운 영화
카센타,"오랜만에 작품을 찍은 박용우, 조은지 두 배우의 합이 좋다. 행동만 보면 나쁜데 결코 미워할 수 없는 캐릭터를 현실감있게 소화한다. 기본적으로 흔히 시골이라 말하는 동네에서 외..."
카센타,어디에든 있을법한 소악당들의 블랙코미디
카센타,"시작은 나름 기대를, 하지만 그 기대는 아쉬움으로"
카센타,당신도 그림자가 있나요
카센타,카센타
카센타,"이 영화는 정말 포스터와는 다르게 사회의 어두운 부분을 곳곳에서 꼬집네요. 사람의 양심에 대한 것이라든가, 왜 혼자 나서냐는 날선 태도와 왜 날 건드리냐는 것들, 그리고 그런..."
쉐어하우스,식탐을 넘어서서 몰래 먹는데서 쾌감을 느끼는건가 싶다
유어 아너,역시 이게 연기자다!!! 정의로운 판사가 자식을 위해 악한짓을 한다는 전형적인 스토린데 김명민 손현주의 연기로 전형적이지 않게 된다
유어 아너,결국 제대로 벌 받아야 할 사람이 젤 멀쩡하게 살아있는 결말을 보려고 10회를 달린게 아닌데.. 시즌2를 염두에 둔 결말이라면 더더욱 이건 좀 아닌듯 싶다
